FILE                  	FILTER            	OBJECT            	EXPTIME	
SUPA0125890_6OCF.fits 	W-S-Z+            	MACSJ0416-24      	150.00 	
SUPA0125890_7OCF.fits 	W-S-Z+            	MACSJ0416-24      	150.00 	
SUPA0125890_8OCF.fits 	W-S-Z+            	MACSJ0416-24      	150.00 	
SUPA0125890_9OCF.fits 	W-S-Z+            	MACSJ0416-24      	150.00 	
SUPA0125891_10OCF.fits	W-S-Z+            	MACSJ0416-24      	150.00 	
SUPA0125891_1OCF.fits 	W-S-Z+            	MACSJ0416-24      	150.00 	
SUPA0125891_2OCF.fits 	W-S-Z+            	MACSJ0416-24      	150.00 	
SUPA0125891_3OCF.fits 	W-S-Z+            	MACSJ0416-24      	150.00 	
SUPA0125891_4OCF.fits 	W-S-Z+            	MACSJ0416-24      	150.00 	
SUPA0125891_5OCF.fits 	W-S-Z+            	MACSJ0416-24      	150.00 	
SUPA0125891_6OCF.fits 	W-S-Z+            	MACSJ0416-24      	150.00 	
SUPA0125891_7OCF.fits 	W-S-Z+            	MACSJ0416-24      	150.00 	
SUPA0125891_8OCF.fits 	W-S-Z+            	MACSJ0416-24      	150.00 	
SUPA0125891_9OCF.fits 	W-S-Z+            	MACSJ0416-24      	150.00 	
SUPA0125892_10OCF.fits	W-S-Z+            	MACSJ0416-24      	150.00 	
SUPA0125892_1OCF.fits 	W-S-Z+            	MACSJ0416-24      	150.00 	
SUPA0125892_2OCF.fits 	W-S-Z+            	MACSJ0416-24      	150.00 	
SUPA0125892_3OCF.fits 	W-S-Z+            	MACSJ0416-24      	150.00 	
SUPA0125892_4OCF.fits 	W-S-Z+            	MACSJ0416-24      	150.00 	
SUPA0125892_5OCF.fits 	W-S-Z+            	MACSJ0416-24      	150.00 	
SUPA0125892_6OCF.fits 	W-S-Z+            	MACSJ0416-24      	150.00 	
SUPA0125892_7OCF.fits 	W-S-Z+            	MACSJ0416-24      	150.00 	
SUPA0125892_8OCF.fits 	W-S-Z+            	MACSJ0416-24      	150.00 	
SUPA0125892_9OCF.fits 	W-S-Z+            	MACSJ0416-24      	150.00 	
SUPA0125893_10OCF.fits	W-S-Z+            	MACSJ0416-24      	150.00 	
SUPA0125893_1OCF.fits 	W-S-Z+            	MACSJ0416-24      	150.00 	
SUPA0125893_2OCF.fits 	W-S-Z+            	MACSJ0416-24      	150.00 	
SUPA0125893_3OCF.fits 	W-S-Z+            	MACSJ0416-24      	150.00 	
SUPA0125893_4OCF.fits 	W-S-Z+            	MACSJ0416-24      	150.00 	
SUPA0125893_5OCF.fits 	W-S-Z+            	MACSJ0416-24      	150.00 	
SUPA0125893_6OCF.fits 	W-S-Z+            	MACSJ0416-24      	150.00 	
SUPA0125893_7OCF.fits 	W-S-Z+            	MACSJ0416-24      	150.00 	
SUPA0125893_8OCF.fits 	W-S-Z+            	MACSJ0416-24      	150.00 	
SUPA0125893_9OCF.fits 	W-S-Z+            	MACSJ0416-24      	150.00 	
SUPA0125894_10OCF.fits	W-S-Z+            	MACSJ0416-24      	150.00 	
SUPA0125894_1OCF.fits 	W-S-Z+            	MACSJ0416-24      	150.00 	
SUPA0125894_2OCF.fits 	W-S-Z+            	MACSJ0416-24      	150.00 	
SUPA0125894_3OCF.fits 	W-S-Z+            	MACSJ0416-24      	150.00 	
SUPA0125894_4OCF.fits 	W-S-Z+            	MACSJ0416-24      	150.00 	
SUPA0125894_5OCF.fits 	W-S-Z+            	MACSJ0416-24      	150.00 	
SUPA0125894_6OCF.fits 	W-S-Z+            	MACSJ0416-24      	150.00 	
SUPA0125894_7OCF.fits 	W-S-Z+            	MACSJ0416-24      	150.00 	
SUPA0125894_8OCF.fits 	W-S-Z+            	MACSJ0416-24      	150.00 	
SUPA0125894_9OCF.fits 	W-S-Z+            	MACSJ0416-24      	150.00 	
SUPA0125895_10OCF.fits	W-S-Z+            	MACSJ0416-24      	150.00 	
SUPA0125895_1OCF.fits 	W-S-Z+            	MACSJ0416-24      	150.00 	
SUPA0125895_2OCF.fits 	W-S-Z+            	MACSJ0416-24      	150.00 	
SUPA0125895_3OCF.fits 	W-S-Z+            	MACSJ0416-24      	150.00 	
SUPA0125895_4OCF.fits 	W-S-Z+            	MACSJ0416-24      	150.00 	
SUPA0125895_5OCF.fits 	W-S-Z+            	MACSJ0416-24      	150.00 	
SUPA0125895_6OCF.fits 	W-S-Z+            	MACSJ0416-24      	150.00 	
SUPA0125895_7OCF.fits 	W-S-Z+            	MACSJ0416-24      	150.00 	
SUPA0125895_8OCF.fits 	W-S-Z+            	MACSJ0416-24      	150.00 	
SUPA0125895_9OCF.fits 	W-S-Z+            	MACSJ0416-24      	150.00 	
SUPA0125896_10OCF.fits	W-S-Z+            	MACSJ0416-24      	150.00 	
SUPA0125896_1OCF.fits 	W-S-Z+            	MACSJ0416-24      	150.00 	
SUPA0125896_2OCF.fits 	W-S-Z+            	MACSJ0416-24      	150.00 	
SUPA0125896_3OCF.fits 	W-S-Z+            	MACSJ0416-24      	150.00 	
SUPA0125896_4OCF.fits 	W-S-Z+            	MACSJ0416-24      	150.00 	
SUPA0125896_5OCF.fits 	W-S-Z+            	MACSJ0416-24      	150.00 	
SUPA0125896_6OCF.fits 	W-S-Z+            	MACSJ0416-24      	150.00 	
SUPA0125896_7OCF.fits 	W-S-Z+            	MACSJ0416-24      	150.00 	
SUPA0125896_8OCF.fits 	W-S-Z+            	MACSJ0416-24      	150.00 	
SUPA0125896_9OCF.fits 	W-S-Z+            	MACSJ0416-24      	150.00 	
SUPA0118297_10OCF.fits	W-C-IC            	MACSJ1226         	180.00 	
SUPA0118297_1OCF.fits 	W-C-IC            	MACSJ1226         	180.00 	
SUPA0118297_2OCF.fits 	W-C-IC            	MACSJ1226         	180.00 	
SUPA0118297_3OCF.fits 	W-C-IC            	MACSJ1226         	180.00 	
SUPA0118297_4OCF.fits 	W-C-IC            	MACSJ1226         	180.00 	
SUPA0118297_5OCF.fits 	W-C-IC            	MACSJ1226         	180.00 	
SUPA0118297_6OCF.fits 	W-C-IC            	MACSJ1226         	180.00 	
SUPA0118297_7OCF.fits 	W-C-IC            	MACSJ1226         	180.00 	
SUPA0118297_8OCF.fits 	W-C-IC            	MACSJ1226         	180.00 	
SUPA0118297_9OCF.fits 	W-C-IC            	MACSJ1226         	180.00 	
SUPA0118300_10OCF.fits	W-C-IC            	MACSJ1226         	180.00 	
SUPA0118300_1OCF.fits 	W-C-IC            	MACSJ1226         	180.00 	
SUPA0118300_2OCF.fits 	W-C-IC            	MACSJ1226         	180.00 	
SUPA0118300_3OCF.fits 	W-C-IC            	MACSJ1226         	180.00 	
SUPA0118300_4OCF.fits 	W-C-IC            	MACSJ1226         	180.00 	
SUPA0118300_5OCF.fits 	W-C-IC            	MACSJ1226         	180.00 	
SUPA0118300_6OCF.fits 	W-C-IC            	MACSJ1226         	180.00 	
SUPA0118300_7OCF.fits 	W-C-IC            	MACSJ1226         	180.00 	
SUPA0118300_8OCF.fits 	W-C-IC            	MACSJ1226         	180.00 	
SUPA0118300_9OCF.fits 	W-C-IC            	MACSJ1226         	180.00 	
SUPA0118301_10OCF.fits	W-C-IC            	MACSJ1226         	180.00 	
SUPA0118301_1OCF.fits 	W-C-IC            	MACSJ1226         	180.00 	
SUPA0118301_2OCF.fits 	W-C-IC            	MACSJ1226         	180.00 	
SUPA0118301_3OCF.fits 	W-C-IC            	MACSJ1226         	180.00 	
SUPA0118301_4OCF.fits 	W-C-IC            	MACSJ1226         	180.00 	
SUPA0118301_5OCF.fits 	W-C-IC            	MACSJ1226         	180.00 	
SUPA0118301_6OCF.fits 	W-C-IC            	MACSJ1226         	180.00 	
SUPA0118301_7OCF.fits 	W-C-IC            	MACSJ1226         	180.00 	
SUPA0118301_8OCF.fits 	W-C-IC            	MACSJ1226         	180.00 	
SUPA0118301_9OCF.fits 	W-C-IC            	MACSJ1226         	180.00 	
SUPA0118302_10OCF.fits	W-C-IC            	MACSJ1226         	180.00 	
SUPA0118302_1OCF.fits 	W-C-IC            	MACSJ1226         	180.00 	
SUPA0118302_2OCF.fits 	W-C-IC            	MACSJ1226         	180.00 	
SUPA0118302_3OCF.fits 	W-C-IC            	MACSJ1226         	180.00 	
SUPA0118302_4OCF.fits 	W-C-IC            	MACSJ1226         	180.00 	
SUPA0118302_5OCF.fits 	W-C-IC            	MACSJ1226         	180.00 	
SUPA0118302_6OCF.fits 	W-C-IC            	MACSJ1226         	180.00 	
SUPA0118302_7OCF.fits 	W-C-IC            	MACSJ1226         	180.00 	
SUPA0118302_8OCF.fits 	W-C-IC            	MACSJ1226         	180.00 	
SUPA0118302_9OCF.fits 	W-C-IC            	MACSJ1226         	180.00 	
SUPA0118303_10OCF.fits	W-C-IC            	MACSJ1226         	180.00 	
SUPA0118303_1OCF.fits 	W-C-IC            	MACSJ1226         	180.00 	
SUPA0118303_2OCF.fits 	W-C-IC            	MACSJ1226         	180.00 	
SUPA0118303_3OCF.fits 	W-C-IC            	MACSJ1226         	180.00 	
SUPA0118303_4OCF.fits 	W-C-IC            	MACSJ1226         	180.00 	
SUPA0118303_5OCF.fits 	W-C-IC            	MACSJ1226         	180.00 	
SUPA0118303_6OCF.fits 	W-C-IC            	MACSJ1226         	180.00 	
SUPA0118303_7OCF.fits 	W-C-IC            	MACSJ1226         	180.00 	
SUPA0118303_8OCF.fits 	W-C-IC            	MACSJ1226         	180.00 	
SUPA0118303_9OCF.fits 	W-C-IC            	MACSJ1226         	180.00 	
SUPA0118304_10OCF.fits	W-C-IC            	MACSJ1226         	180.00 	
SUPA0118304_1OCF.fits 	W-C-IC            	MACSJ1226         	180.00 	
SUPA0118304_2OCF.fits 	W-C-IC            	MACSJ1226         	180.00 	
SUPA0118304_3OCF.fits 	W-C-IC            	MACSJ1226         	180.00 	
SUPA0118304_4OCF.fits 	W-C-IC            	MACSJ1226         	180.00 	
SUPA0118304_5OCF.fits 	W-C-IC            	MACSJ1226         	180.00 	
SUPA0118304_6OCF.fits 	W-C-IC            	MACSJ1226         	180.00 	
SUPA0118304_7OCF.fits 	W-C-IC            	MACSJ1226         	180.00 	
SUPA0118304_8OCF.fits 	W-C-IC            	MACSJ1226         	180.00 	
SUPA0118304_9OCF.fits 	W-C-IC            	MACSJ1226         	180.00 	
SUPA0118305_10OCF.fits	W-C-IC            	MACSJ1226         	180.00 	
SUPA0118305_1OCF.fits 	W-C-IC            	MACSJ1226         	180.00 	
SUPA0118305_2OCF.fits 	W-C-IC            	MACSJ1226         	180.00 	
SUPA0118305_3OCF.fits 	W-C-IC            	MACSJ1226         	180.00 	
SUPA0118305_4OCF.fits 	W-C-IC            	MACSJ1226         	180.00 	
SUPA0118305_5OCF.fits 	W-C-IC            	MACSJ1226         	180.00 	
SUPA0118305_6OCF.fits 	W-C-IC            	MACSJ1226         	180.00 	
SUPA0118305_7OCF.fits 	W-C-IC            	MACSJ1226         	180.00 	
SUPA0118305_8OCF.fits 	W-C-IC            	MACSJ1226         	180.00 	
SUPA0118305_9OCF.fits 	W-C-IC            	MACSJ1226         	180.00 	
SUPA0118306_10OCF.fits	W-C-IC            	MACSJ1226         	180.00 	
SUPA0118306_1OCF.fits 	W-C-IC            	MACSJ1226         	180.00 	
SUPA0118306_2OCF.fits 	W-C-IC            	MACSJ1226         	180.00 	
SUPA0118306_3OCF.fits 	W-C-IC            	MACSJ1226         	180.00 	
SUPA0118306_4OCF.fits 	W-C-IC            	MACSJ1226         	180.00 	
SUPA0118306_5OCF.fits 	W-C-IC            	MACSJ1226         	180.00 	
SUPA0118306_6OCF.fits 	W-C-IC            	MACSJ1226         	180.00 	
SUPA0118306_7OCF.fits 	W-C-IC            	MACSJ1226         	180.00 	
SUPA0118306_8OCF.fits 	W-C-IC            	MACSJ1226         	180.00 	
SUPA0118306_9OCF.fits 	W-C-IC            	MACSJ1226         	180.00 	
SUPA0118307_10OCF.fits	W-C-IC            	MACSJ1226         	180.00 	
SUPA0118307_1OCF.fits 	W-C-IC            	MACSJ1226         	180.00 	
SUPA0118307_2OCF.fits 	W-C-IC            	MACSJ1226         	180.00 	
SUPA0118307_3OCF.fits 	W-C-IC            	MACSJ1226         	180.00 	
SUPA0118307_4OCF.fits 	W-C-IC            	MACSJ1226         	180.00 	
SUPA0118307_5OCF.fits 	W-C-IC            	MACSJ1226         	180.00 	
SUPA0118307_6OCF.fits 	W-C-IC            	MACSJ1226         	180.00 	
SUPA0118307_7OCF.fits 	W-C-IC            	MACSJ1226         	180.00 	
SUPA0118307_8OCF.fits 	W-C-IC            	MACSJ1226         	180.00 	
SUPA0118307_9OCF.fits 	W-C-IC            	MACSJ1226         	180.00 	
SUPA0118309_10OCF.fits	W-C-IC            	MACSJ1226         	180.00 	
SUPA0118309_1OCF.fits 	W-C-IC            	MACSJ1226         	180.00 	
SUPA0118309_2OCF.fits 	W-C-IC            	MACSJ1226         	180.00 	
SUPA0118309_3OCF.fits 	W-C-IC            	MACSJ1226         	180.00 	
SUPA0118309_4OCF.fits 	W-C-IC            	MACSJ1226         	180.00 	
SUPA0118309_5OCF.fits 	W-C-IC            	MACSJ1226         	180.00 	
SUPA0118309_6OCF.fits 	W-C-IC            	MACSJ1226         	180.00 	
SUPA0118309_7OCF.fits 	W-C-IC            	MACSJ1226         	180.00 	
SUPA0118309_8OCF.fits 	W-C-IC            	MACSJ1226         	180.00 	
SUPA0118309_9OCF.fits 	W-C-IC            	MACSJ1226         	180.00 	
SUPA0128329_10OCF.fits	W-C-IC            	MACSJ1226_I       	240.00 	
SUPA0128329_1OCF.fits 	W-C-IC            	MACSJ1226_I       	240.00 	
SUPA0128329_2OCF.fits 	W-C-IC            	MACSJ1226_I       	240.00 	
SUPA0128329_3OCF.fits 	W-C-IC            	MACSJ1226_I       	240.00 	
SUPA0128329_4OCF.fits 	W-C-IC            	MACSJ1226_I       	240.00 	
SUPA0128329_5OCF.fits 	W-C-IC            	MACSJ1226_I       	240.00 	
SUPA0128329_6OCF.fits 	W-C-IC            	MACSJ1226_I       	240.00 	
SUPA0128329_7OCF.fits 	W-C-IC            	MACSJ1226_I       	240.00 	
SUPA0128329_8OCF.fits 	W-C-IC            	MACSJ1226_I       	240.00 	
SUPA0128329_9OCF.fits 	W-C-IC            	MACSJ1226_I       	240.00 	
SUPA0128330_10OCF.fits	W-C-IC            	MACSJ1226_I       	240.00 	
SUPA0128330_1OCF.fits 	W-C-IC            	MACSJ1226_I       	240.00 	
SUPA0128330_2OCF.fits 	W-C-IC            	MACSJ1226_I       	240.00 	
SUPA0128330_3OCF.fits 	W-C-IC            	MACSJ1226_I       	240.00 	
SUPA0128330_4OCF.fits 	W-C-IC            	MACSJ1226_I       	240.00 	
SUPA0128330_5OCF.fits 	W-C-IC            	MACSJ1226_I       	240.00 	
SUPA0128330_6OCF.fits 	W-C-IC            	MACSJ1226_I       	240.00 	
SUPA0128330_7OCF.fits 	W-C-IC            	MACSJ1226_I       	240.00 	
SUPA0128330_8OCF.fits 	W-C-IC            	MACSJ1226_I       	240.00 	
SUPA0128330_9OCF.fits 	W-C-IC            	MACSJ1226_I       	240.00 	
SUPA0128331_10OCF.fits	W-C-IC            	MACSJ1226_I       	240.00 	
SUPA0128331_1OCF.fits 	W-C-IC            	MACSJ1226_I       	240.00 	
SUPA0128331_2OCF.fits 	W-C-IC            	MACSJ1226_I       	240.00 	
SUPA0128331_3OCF.fits 	W-C-IC            	MACSJ1226_I       	240.00 	
SUPA0128331_4OCF.fits 	W-C-IC            	MACSJ1226_I       	240.00 	
SUPA0128331_5OCF.fits 	W-C-IC            	MACSJ1226_I       	240.00 	
SUPA0128331_6OCF.fits 	W-C-IC            	MACSJ1226_I       	240.00 	
SUPA0128331_7OCF.fits 	W-C-IC            	MACSJ1226_I       	240.00 	
SUPA0128331_8OCF.fits 	W-C-IC            	MACSJ1226_I       	240.00 	
SUPA0128331_9OCF.fits 	W-C-IC            	MACSJ1226_I       	240.00 	
SUPA0128333_10OCF.fits	W-C-IC            	MACSJ1226_I       	240.00 	
SUPA0128333_1OCF.fits 	W-C-IC            	MACSJ1226_I       	240.00 	
SUPA0128333_2OCF.fits 	W-C-IC            	MACSJ1226_I       	240.00 	
SUPA0128333_3OCF.fits 	W-C-IC            	MACSJ1226_I       	240.00 	
SUPA0128333_4OCF.fits 	W-C-IC            	MACSJ1226_I       	240.00 	
SUPA0128333_5OCF.fits 	W-C-IC            	MACSJ1226_I       	240.00 	
SUPA0128333_6OCF.fits 	W-C-IC            	MACSJ1226_I       	240.00 	
SUPA0128333_7OCF.fits 	W-C-IC            	MACSJ1226_I       	240.00 	
SUPA0128333_8OCF.fits 	W-C-IC            	MACSJ1226_I       	240.00 	
SUPA0128333_9OCF.fits 	W-C-IC            	MACSJ1226_I       	240.00 	
SUPA0128334_10OCF.fits	W-C-IC            	MACSJ1226_I       	240.00 	
SUPA0128334_1OCF.fits 	W-C-IC            	MACSJ1226_I       	240.00 	
SUPA0128334_2OCF.fits 	W-C-IC            	MACSJ1226_I       	240.00 	
SUPA0128334_3OCF.fits 	W-C-IC            	MACSJ1226_I       	240.00 	
SUPA0128334_4OCF.fits 	W-C-IC            	MACSJ1226_I       	240.00 	
SUPA0128334_5OCF.fits 	W-C-IC            	MACSJ1226_I       	240.00 	
SUPA0128334_6OCF.fits 	W-C-IC            	MACSJ1226_I       	240.00 	
SUPA0128334_7OCF.fits 	W-C-IC            	MACSJ1226_I       	240.00 	
SUPA0128334_8OCF.fits 	W-C-IC            	MACSJ1226_I       	240.00 	
SUPA0128334_9OCF.fits 	W-C-IC            	MACSJ1226_I       	240.00 	
SUPA0128335_10OCF.fits	W-C-IC            	MACSJ1226_I       	240.00 	
SUPA0128335_1OCF.fits 	W-C-IC            	MACSJ1226_I       	240.00 	
SUPA0128335_2OCF.fits 	W-C-IC            	MACSJ1226_I       	240.00 	
SUPA0128335_3OCF.fits 	W-C-IC            	MACSJ1226_I       	240.00 	
SUPA0128335_4OCF.fits 	W-C-IC            	MACSJ1226_I       	240.00 	
SUPA0128335_5OCF.fits 	W-C-IC            	MACSJ1226_I       	240.00 	
SUPA0128335_6OCF.fits 	W-C-IC            	MACSJ1226_I       	240.00 	
SUPA0128335_7OCF.fits 	W-C-IC            	MACSJ1226_I       	240.00 	
SUPA0128335_8OCF.fits 	W-C-IC            	MACSJ1226_I       	240.00 	
SUPA0128335_9OCF.fits 	W-C-IC            	MACSJ1226_I       	240.00 	
SUPA0128336_10OCF.fits	W-C-IC            	MACSJ1226_I       	240.00 	
SUPA0128336_1OCF.fits 	W-C-IC            	MACSJ1226_I       	240.00 	
SUPA0128336_2OCF.fits 	W-C-IC            	MACSJ1226_I       	240.00 	
SUPA0128336_3OCF.fits 	W-C-IC            	MACSJ1226_I       	240.00 	
SUPA0128336_4OCF.fits 	W-C-IC            	MACSJ1226_I       	240.00 	
SUPA0128336_5OCF.fits 	W-C-IC            	MACSJ1226_I       	240.00 	
SUPA0128336_6OCF.fits 	W-C-IC            	MACSJ1226_I       	240.00 	
SUPA0128336_7OCF.fits 	W-C-IC            	MACSJ1226_I       	240.00 	
SUPA0128336_8OCF.fits 	W-C-IC            	MACSJ1226_I       	240.00 	
SUPA0128336_9OCF.fits 	W-C-IC            	MACSJ1226_I       	240.00 	
SUPA0128337_10OCF.fits	W-C-IC            	MACSJ1226_I       	240.00 	
SUPA0128337_1OCF.fits 	W-C-IC            	MACSJ1226_I       	240.00 	
SUPA0128337_2OCF.fits 	W-C-IC            	MACSJ1226_I       	240.00 	
SUPA0128337_3OCF.fits 	W-C-IC            	MACSJ1226_I       	240.00 	
SUPA0128337_4OCF.fits 	W-C-IC            	MACSJ1226_I       	240.00 	
SUPA0128337_5OCF.fits 	W-C-IC            	MACSJ1226_I       	240.00 	
SUPA0128337_6OCF.fits 	W-C-IC            	MACSJ1226_I       	240.00 	
SUPA0128337_7OCF.fits 	W-C-IC            	MACSJ1226_I       	240.00 	
SUPA0128337_8OCF.fits 	W-C-IC            	MACSJ1226_I       	240.00 	
SUPA0128337_9OCF.fits 	W-C-IC            	MACSJ1226_I       	240.00 	
SUPA0128338_10OCF.fits	W-C-IC            	MACSJ1226_I       	240.00 	
SUPA0128338_1OCF.fits 	W-C-IC            	MACSJ1226_I       	240.00 	
SUPA0128338_2OCF.fits 	W-C-IC            	MACSJ1226_I       	240.00 	
SUPA0128338_3OCF.fits 	W-C-IC            	MACSJ1226_I       	240.00 	
SUPA0128338_4OCF.fits 	W-C-IC            	MACSJ1226_I       	240.00 	
SUPA0128338_5OCF.fits 	W-C-IC            	MACSJ1226_I       	240.00 	
SUPA0128338_6OCF.fits 	W-C-IC            	MACSJ1226_I       	240.00 	
SUPA0128338_7OCF.fits 	W-C-IC            	MACSJ1226_I       	240.00 	
SUPA0128338_8OCF.fits 	W-C-IC            	MACSJ1226_I       	240.00 	
SUPA0128338_9OCF.fits 	W-C-IC            	MACSJ1226_I       	240.00 	
SUPA0046908_10OCF.fits	W-C-RC            	MACSJ1226_8b      	480.00 	
SUPA0046908_1OCF.fits 	W-C-RC            	MACSJ1226_8b      	480.00 	
SUPA0046908_2OCF.fits 	W-C-RC            	MACSJ1226_8b      	480.00 	
SUPA0046908_3OCF.fits 	W-C-RC            	MACSJ1226_8b      	480.00 	
SUPA0046908_4OCF.fits 	W-C-RC            	MACSJ1226_8b      	480.00 	
SUPA0046908_5OCF.fits 	W-C-RC            	MACSJ1226_8b      	480.00 	
SUPA0046908_6OCF.fits 	W-C-RC            	MACSJ1226_8b      	480.00 	
SUPA0046908_7OCF.fits 	W-C-RC            	MACSJ1226_8b      	480.00 	
SUPA0046908_8OCF.fits 	W-C-RC            	MACSJ1226_8b      	480.00 	
SUPA0046908_9OCF.fits 	W-C-RC            	MACSJ1226_8b      	480.00 	
SUPA0046909_10OCF.fits	W-C-RC            	MACSJ1226_8b      	480.00 	
SUPA0046909_1OCF.fits 	W-C-RC            	MACSJ1226_8b      	480.00 	
SUPA0046909_2OCF.fits 	W-C-RC            	MACSJ1226_8b      	480.00 	
SUPA0046909_3OCF.fits 	W-C-RC            	MACSJ1226_8b      	480.00 	
SUPA0046909_4OCF.fits 	W-C-RC            	MACSJ1226_8b      	480.00 	
SUPA0046909_5OCF.fits 	W-C-RC            	MACSJ1226_8b      	480.00 	
SUPA0046909_6OCF.fits 	W-C-RC            	MACSJ1226_8b      	480.00 	
SUPA0046909_7OCF.fits 	W-C-RC            	MACSJ1226_8b      	480.00 	
SUPA0046909_8OCF.fits 	W-C-RC            	MACSJ1226_8b      	480.00 	
SUPA0046909_9OCF.fits 	W-C-RC            	MACSJ1226_8b      	480.00 	
SUPA0046910_10OCF.fits	W-C-RC            	MACSJ1226_8b      	480.00 	
SUPA0046910_1OCF.fits 	W-C-RC            	MACSJ1226_8b      	480.00 	
SUPA0046910_2OCF.fits 	W-C-RC            	MACSJ1226_8b      	480.00 	
SUPA0046910_3OCF.fits 	W-C-RC            	MACSJ1226_8b      	480.00 	
SUPA0046910_4OCF.fits 	W-C-RC            	MACSJ1226_8b      	480.00 	
SUPA0046910_5OCF.fits 	W-C-RC            	MACSJ1226_8b      	480.00 	
SUPA0046910_6OCF.fits 	W-C-RC            	MACSJ1226_8b      	480.00 	
SUPA0046910_7OCF.fits 	W-C-RC            	MACSJ1226_8b      	480.00 	
SUPA0046910_8OCF.fits 	W-C-RC            	MACSJ1226_8b      	480.00 	
SUPA0046910_9OCF.fits 	W-C-RC            	MACSJ1226_8b      	480.00 	
SUPA0046911_10OCF.fits	W-C-RC            	MACSJ1226_8b      	480.00 	
SUPA0046911_1OCF.fits 	W-C-RC            	MACSJ1226_8b      	480.00 	
SUPA0046911_2OCF.fits 	W-C-RC            	MACSJ1226_8b      	480.00 	
SUPA0046911_3OCF.fits 	W-C-RC            	MACSJ1226_8b      	480.00 	
SUPA0046911_4OCF.fits 	W-C-RC            	MACSJ1226_8b      	480.00 	
SUPA0046911_5OCF.fits 	W-C-RC            	MACSJ1226_8b      	480.00 	
SUPA0046911_6OCF.fits 	W-C-RC            	MACSJ1226_8b      	480.00 	
SUPA0046911_7OCF.fits 	W-C-RC            	MACSJ1226_8b      	480.00 	
SUPA0046911_8OCF.fits 	W-C-RC            	MACSJ1226_8b      	480.00 	
SUPA0046911_9OCF.fits 	W-C-RC            	MACSJ1226_8b      	480.00 	
SUPA0046912_10OCF.fits	W-C-RC            	MACSJ1226_8b      	250.90 	
SUPA0046912_1OCF.fits 	W-C-RC            	MACSJ1226_8b      	250.90 	
SUPA0046912_2OCF.fits 	W-C-RC            	MACSJ1226_8b      	250.90 	
SUPA0046912_3OCF.fits 	W-C-RC            	MACSJ1226_8b      	250.90 	
SUPA0046912_4OCF.fits 	W-C-RC            	MACSJ1226_8b      	250.90 	
SUPA0046912_5OCF.fits 	W-C-RC            	MACSJ1226_8b      	250.90 	
SUPA0046912_6OCF.fits 	W-C-RC            	MACSJ1226_8b      	250.90 	
SUPA0046912_7OCF.fits 	W-C-RC            	MACSJ1226_8b      	250.90 	
SUPA0046912_8OCF.fits 	W-C-RC            	MACSJ1226_8b      	250.90 	
SUPA0046912_9OCF.fits 	W-C-RC            	MACSJ1226_8b      	250.90 	
SUPA0046913_10OCF.fits	W-C-RC            	MACSJ1226_8b      	480.00 	
SUPA0046913_1OCF.fits 	W-C-RC            	MACSJ1226_8b      	480.00 	
SUPA0046913_2OCF.fits 	W-C-RC            	MACSJ1226_8b      	480.00 	
SUPA0046913_3OCF.fits 	W-C-RC            	MACSJ1226_8b      	480.00 	
SUPA0046913_4OCF.fits 	W-C-RC            	MACSJ1226_8b      	480.00 	
SUPA0046913_5OCF.fits 	W-C-RC            	MACSJ1226_8b      	480.00 	
SUPA0046913_6OCF.fits 	W-C-RC            	MACSJ1226_8b      	480.00 	
SUPA0046913_7OCF.fits 	W-C-RC            	MACSJ1226_8b      	480.00 	
SUPA0046913_8OCF.fits 	W-C-RC            	MACSJ1226_8b      	480.00 	
SUPA0046913_9OCF.fits 	W-C-RC            	MACSJ1226_8b      	480.00 	
SUPA0046914_10OCF.fits	W-C-RC            	MACSJ1226_8b      	480.00 	
SUPA0046914_1OCF.fits 	W-C-RC            	MACSJ1226_8b      	480.00 	
SUPA0046914_2OCF.fits 	W-C-RC            	MACSJ1226_8b      	480.00 	
SUPA0046914_3OCF.fits 	W-C-RC            	MACSJ1226_8b      	480.00 	
SUPA0046914_4OCF.fits 	W-C-RC            	MACSJ1226_8b      	480.00 	
SUPA0046914_5OCF.fits 	W-C-RC            	MACSJ1226_8b      	480.00 	
SUPA0046914_6OCF.fits 	W-C-RC            	MACSJ1226_8b      	480.00 	
SUPA0046914_7OCF.fits 	W-C-RC            	MACSJ1226_8b      	480.00 	
SUPA0046914_8OCF.fits 	W-C-RC            	MACSJ1226_8b      	480.00 	
SUPA0046914_9OCF.fits 	W-C-RC            	MACSJ1226_8b      	480.00 	
SUPA0118331_10OCF.fits	W-C-RC            	MACSJ1226         	360.00 	
SUPA0118331_1OCF.fits 	W-C-RC            	MACSJ1226         	360.00 	
SUPA0118331_2OCF.fits 	W-C-RC            	MACSJ1226         	360.00 	
SUPA0118331_3OCF.fits 	W-C-RC            	MACSJ1226         	360.00 	
SUPA0118331_4OCF.fits 	W-C-RC            	MACSJ1226         	360.00 	
SUPA0118331_5OCF.fits 	W-C-RC            	MACSJ1226         	360.00 	
SUPA0118331_6OCF.fits 	W-C-RC            	MACSJ1226         	360.00 	
SUPA0118331_7OCF.fits 	W-C-RC            	MACSJ1226         	360.00 	
SUPA0118331_8OCF.fits 	W-C-RC            	MACSJ1226         	360.00 	
SUPA0118331_9OCF.fits 	W-C-RC            	MACSJ1226         	360.00 	
SUPA0118332_10OCF.fits	W-C-RC            	MACSJ1226         	360.00 	
