# ref_ra ref_dec ref_z bpz_z bpz_ra bpz_dec bpz_SeqNr bpz_z_min bpz_z_max bpz_odds bpz_I bpz_R bpz_Ierr bpz_Rerr bpz_I_ok bpz_R_ok bpz_allok dist
186.7157458333333 21.89480222222222 0.4416 0.54 186.71563627948288 21.89463648143694 76637 0.389 0.691 1.0 20.320178985595703 21.08128547668457 0.0023815364111214876 0.005935399793088436 True True True 0.6999486609882261
186.72781249999997 21.8616525 0.4336 0.43 186.72773222154566 21.861571312524283 67942 0.29 0.57 1.0 20.851137161254883 21.437978744506836 0.004679916892200708 0.008153760805726051 True True True 0.3966939746279019
186.68092499999997 21.83141138888889 0.45892 0.44 186.68086894479578 21.831324133415556 59209 0.299 0.581 1.0 19.96453094482422 20.594894409179688 0.0017488598823547363 0.004320940002799034 True True True 0.3657352826784798
186.68330416666663 21.823085833333334 0.44086 0.41 186.68323538338436 21.823041245670883 56193 0.272 0.548 1.0 22.146041870117188 22.191848754882812 0.014598132111132145 0.016021117568016052 True True True 0.28037032280830754
186.68406666666667 21.8383675 0.45771 0.48 186.68399604275916 21.838267652179074 61696 0.335 0.625 1.0 20.34562110900879 20.866931915283203 0.0025811418890953064 0.0059290737845003605 True True True 0.43000252252303417
186.68807916666665 21.830413888888888 0.45823 0.43 186.6880189529717 21.830325952765936 58621 0.29 0.57 1.0 20.031578063964844 20.586576461791992 0.0017562365392223 0.0038414858281612396 True True True 0.3751105194796114
186.68724166666667 21.844461388888888 0.43877 0.44 186.6871581550612 21.844356866198673 63368 0.299 0.581 1.0 19.579364776611328 20.19423484802246 0.0015163958305492997 0.0026098249945789576 True True True 0.4684651587394118
186.68945416666665 21.84033972222222 0.46981 0.46 186.6893878411479 21.840269759842794 61839 0.317 0.603 1.0 21.305322647094727 21.56388282775879 0.006399369798600674 0.00863095186650753 True True True 0.3354956467560525
186.69676249999998 21.819330277777777 0.43302 0.46 186.69669777728996 21.819266614205954 55164 0.317 0.603 1.0 20.040706634521484 20.62708282470703 0.001913845306262374 0.0036042784340679646 True True True 0.31514664296202793
186.69632083333332 21.83009138888889 0.43329 0.43 186.69624378018017 21.829996625675133 59207 0.29 0.57 1.0 19.67335319519043 20.25069808959961 0.001411022967658937 0.00284399907104671 True True True 0.4274199986813225
186.6987 21.834913333333333 0.43739 0.44 186.69862097169266 21.83481532863497 59638 0.299 0.581 1.0 20.74622344970703 21.331510543823242 0.0034701493568718433 0.007535758428275585 True True True 0.4407087172131488
186.7040708333333 21.81301888888889 0.44325 0.43 186.70400903249913 21.81295521958385 52940 0.29 0.57 1.0 21.268281936645508 21.8428897857666 0.006731267087161541 0.01462339237332344 True True True 0.30854720247914025
186.70001249999999 21.846061666666664 0.45976 0.48 186.69993708638916 21.84596121240096 64022 0.335 0.625 1.0 20.513134002685547 21.132251739501953 0.0035856592003256083 0.006065682508051395 True True True 0.44077252874089234
186.70524583333332 21.827350555555554 0.44486 0.44 186.70518608471207 21.827266171637557 57461 0.299 0.581 1.0 21.095439910888672 21.682832717895508 0.005062740761786699 0.010317236185073853 True True True 0.36352924544529114
186.7098375 21.80559527777778 0.43907 0.44 186.70979471925764 21.805578675718294 50722 0.299 0.581 1.0 20.874692916870117 21.26866912841797 0.00437622657045722 0.006582923699170351 True True True 0.15497939345678471
186.70877083333332 21.841672777777777 0.43826 0.46 186.7086874234642 21.84157945106531 62021 0.317 0.603 1.0 20.33473014831543 20.946483612060547 0.002735977526754141 0.0066169071942567825 True True True 0.4365376174269603
186.7135333333333 21.81960861111111 0.45012 0.48 186.71347529448633 21.819529204414803 55311 0.335 0.625 1.0 20.766239166259766 21.31570053100586 0.0041638691909611225 0.007201327010989189 True True True 0.34546071339543
186.7082208333333 21.855375277777778 0.43051 0.42 186.70813598253724 21.85528201322974 65823 0.281 0.559 1.0 21.186153411865234 21.753198623657227 0.005506014451384544 0.011001847684383392 True True True 0.43943895168091757
186.71783333333332 21.832361111111112 0.43471 0.43 186.71776392070723 21.832253950346185 59576 0.29 0.57 1.0 19.669408798217773 20.278663635253906 0.0018273949390277267 0.0035740581806749105 True True True 0.45014659697078063
186.72215416666666 21.8094425 0.4343 0.46 186.72208468161648 21.809410787361873 52102 0.317 0.603 1.0 20.994247436523438 21.598194122314453 0.005065309815108776 0.009742170572280884 True True True 0.258785739955936
186.72094583333333 21.82154472222222 0.43969 0.43 186.72088779435396 21.821465412644955 56014 0.29 0.57 1.0 20.398155212402344 20.978561401367188 0.0029032654128968716 0.005896181333810091 True True True 0.34517023005585795
186.72222916666666 21.81922527777778 0.4407 0.43 186.72217618977643 21.819164992422795 55296 0.29 0.57 1.0 20.98855972290039 21.56875228881836 0.005208824295550585 0.009066468104720116 True True True 0.28008748287226526
186.72088749999998 21.833780277777777 0.44504 0.46 186.72081453036333 21.83368568264477 59185 0.317 0.603 1.0 21.24276351928711 21.85158920288086 0.005938918795436621 0.010580788366496563 True True True 0.4188443519834687
186.72679166666666 21.816821944444445 0.43568 0.46 186.72674186553087 21.816759806942915 54928 0.317 0.603 1.0 20.15155792236328 20.792282104492188 0.0021132833790034056 0.004912413656711578 True True True 0.27882395848424896
186.7291708333333 21.825929722222224 0.43313 0.42 186.72909780983133 21.82585093275683 58051 0.281 0.559 1.0 20.23978042602539 20.847484588623047 0.0027606117073446512 0.006204660516232252 True True True 0.37417721559758754
186.73271249999996 21.818344166666666 0.4323 0.44 186.7326574464412 21.818295908315907 54663 0.299 0.581 1.0 21.291284561157227 21.8703556060791 0.006032864563167095 0.013108015060424805 True True True 0.25305442576595544
186.73373333333333 21.826164166666665 0.43858 0.52 186.73366376691965 21.826095126583596 57524 0.371 0.669 1.0 20.116079330444336 20.71002197265625 0.001902393065392971 0.0037521806079894304 True True True 0.3403297474552297
186.73187083333332 21.839366944444443 0.43661 0.41 186.7318130387725 21.839280289633436 61294 0.272 0.548 1.0 20.029802322387695 20.568546295166016 0.00175602943636477 0.003692265599966049 True True True 0.3669002892938641
186.73187083333332 21.85173027777778 0.43678 0.45 186.73180473167477 21.851647498474154 64945 0.308 0.592 1.0 20.810665130615234 21.322986602783203 0.003653501393273473 0.007343585137277842 True True True 0.3709313182078891
186.73701666666665 21.82626722222222 0.43152 0.46 186.73694257975592 21.826199464898988 57137 0.317 0.603 1.0 21.01654052734375 21.604528427124023 0.004595038015395403 0.008444610051810741 True True True 0.3475668808418197
186.73454166666664 21.84433361111111 0.43594 0.48 186.73447360073297 21.8442768229775 62892 0.335 0.625 1.0 19.904125213623047 20.48394012451172 0.001937942230142653 0.003911435138434172 True True True 0.3058186526200756
186.73707499999998 21.8363725 0.43656 0.43 186.7370174675959 21.836292007393794 59871 0.29 0.57 1.0 22.005903244018555 22.198610305786133 0.010395064949989319 0.014533106237649918 True True True 0.3477513592146917
186.73924166666666 21.825446944444444 0.43603 0.41 186.73917448130538 21.82538665063957 56784 0.272 0.548 1.0 21.171321868896484 21.738941192626953 0.005227957386523485 0.010924089699983597 True True True 0.31229471069061265
186.74455416666663 21.83082 0.44071 0.45 186.74448130827773 21.83075503086671 59190 0.308 0.592 1.0 20.332592010498047 20.914142608642578 0.002583265770226717 0.007429675664752722 True True True 0.3376191531208862
186.70063749999997 21.881504166666666 0.4304 0.45 186.70065165502558 21.88161269554034 73834 0.308 0.592 1.0 19.90186309814453 20.515718460083008 0.0022262611892074347 0.003604683792218566 True True True 0.3935551065851248
186.7018875 21.889475 0.4328 0.44 186.7019000821518 21.88956375283349 75399 0.299 0.581 1.0 19.702842712402344 20.300739288330078 0.0016387192299589515 0.003513415576890111 True True True 0.32226278056096386
186.70550416666666 21.888845555555555 0.4315 0.44 186.70552666915646 21.88892871082737 76159 0.299 0.581 1.0 20.430599212646484 21.038339614868164 0.0031578950583934784 0.005339572671800852 True True True 0.3086521721609408
186.71037499999997 21.881664166666667 0.4407 0.43 186.71039095532473 21.88178885081107 74114 0.29 0.57 1.0 20.573509216308594 21.167938232421875 0.0031395540572702885 0.0060065812431275845 True True True 0.45201649818795897
186.7124625 21.874065277777778 0.4321 0.46 186.71247998529725 21.87412998068698 71323 0.317 0.603 1.0 20.511991500854492 20.94722557067871 0.003348228055983782 0.004298739600926638 True True True 0.24014357958135937
186.72050416666664 21.875404444444445 0.4338 0.43 186.72054082228425 21.875540288324473 72288 0.29 0.57 1.0 19.455177307128906 20.06448745727539 0.001235377392731607 0.0019476473098620772 True True True 0.5041371122401193
186.72747916666665 21.876575555555554 0.4384 0.5 186.72727663230694 21.87672636716142 72324 0.353 0.647 1.0 20.56638526916504 21.214683532714844 0.0029981276020407677 0.007206190377473831 True True True 0.8675115014758492
186.71214166666664 21.874462222222224 0.4375 0.47 186.71217542383528 21.874591572740183 71675 0.326 0.614 1.0 19.96065330505371 20.620515823364258 0.0017443529795855284 0.003658995032310486 True True True 0.479123618101852
186.71467499999997 21.81535138888889 0.4399 0.51 186.71467775813502 21.815444816267963 53784 0.362 0.658 1.0 20.78246307373047 21.244247436523438 0.004205428995192051 0.005627773702144623 True True True 0.3364648651555379
186.71224999999998 21.83215138888889 0.4385 0.48 186.71227661278277 21.832136669206697 58987 0.335 0.625 1.0 19.882978439331055 20.611083984375 0.004404766950756311 0.006553834304213524 True True True 0.1035248083968299
186.71556249999998 21.82849111111111 0.4326 0.44 186.715576840789 21.828492988375217 58186 0.299 0.581 1.0 20.285598754882812 20.905963897705078 0.0030079944990575314 0.007122301962226629 True True True 0.04839940236035869
186.71782083333332 21.831111944444444 0.4348 0.44 186.71782724218698 21.83111777624441 58565 0.299 0.581 1.0 20.80630874633789 21.414474487304688 0.006293423939496279 0.009978638961911201 True True True 0.029991112518410794
186.70028749999997 21.839534722222222 0.4339 0.44 186.70027937774523 21.83952557853881 61158 0.299 0.581 1.0 20.108461380004883 20.70868492126465 0.0026129307225346565 0.005070208106189966 True True True 0.04266390731673833
186.70449999999997 21.833202222222223 0.431 0.44 186.7045172947938 21.833197440773326 58569 0.299 0.581 1.0 20.486282348632812 21.124914169311523 0.0034104380756616592 0.007020568009465933 True True True 0.06030414663339387
186.70639166666663 21.835144166666666 0.4362 0.52 186.70657602129398 21.83532583168367 60714 0.371 0.669 1.0 20.868432998657227 21.36743927001953 0.004492385778576136 0.009688206948339939 True True True 0.8984661728862507
186.73986666666664 21.83046138888889 0.4336 0.43 186.7398744689349 21.830475149305595 58192 0.29 0.57 1.0 21.453035354614258 22.038715362548828 0.006096586585044861 0.012554914690554142 True True True 0.055980468715827854
186.6314833333333 21.725318888888886 0.34716 0.43 186.6314998346451 21.72533483371563 27380 0.29 0.57 1.0 20.88077163696289 21.464122772216797 0.004183943849056959 0.007226693909615278 True True True 0.07962611736214245
186.7605916666666 21.75370611111111 0.43767 0.46 186.76062990916063 21.7537086357074 35511 0.317 0.603 1.0 19.105100631713867 19.762527465820312 0.000957818585447967 0.0024278806522488594 True True True 0.12819126371092246
186.7129833333333 21.831203333333335 0.43764 0.45 186.71299987952494 21.83118852135814 57745 0.308 0.592 0.99732 -99.0 -99.0 0.0 0.0 False False False 0.07681682891576543
186.75346249999996 21.75567638888889 0.4393 0.43 186.75348715861594 21.755680206545023 36167 0.29 0.57 1.0 20.555574417114258 21.154399871826172 0.0029251696541905403 0.006987316533923149 True True True 0.08358574127966924
186.74842916666663 21.713455277777776 0.43144 0.43 186.7484421266104 21.713469234167007 24026 0.29 0.57 1.0 20.256013870239258 20.889081954956055 0.0024107194039970636 0.005033266264945269 True True True 0.06635646171471793
186.68962083333332 21.781673333333334 0.45925 0.48 186.68964361360895 21.78168125323015 44278 0.335 0.625 1.0 20.04468536376953 20.666988372802734 0.0022862765472382307 0.007473370525985956 True True True 0.0813162523512378
186.739975 21.765840555555556 0.34793 0.37 186.74001112560083 21.76583878453706 40016 0.236 0.504 1.0 19.8935604095459 20.427446365356445 0.0017268439987674356 0.0033305224496871233 True True True 0.12094852380509107
186.52765 21.892396944444442 0.43243 0.41 186.527676381637 21.89240492162136 76657 0.272 0.548 1.0 20.03150749206543 20.605308532714844 0.0018454345408827066 0.0037688883021473885 True True True 0.09268611273141175
186.68081666666666 21.873540833333333 0.4377 0.42 186.6808560723718 21.873539842262588 71739 0.281 0.559 1.0 20.327777862548828 20.900943756103516 0.002655044663697481 0.004122489597648382 True True True 0.1316961103498162
186.5617083333333 21.77394861111111 0.37874 0.37 186.56174885140703 21.773958554064112 42199 0.236 0.504 1.0 19.81814193725586 20.339298248291016 0.0016409562667831779 0.002627926878631115 True True True 0.14010779799374357
186.5158708333333 21.867200833333335 0.4825 0.47 186.5158948469263 21.867227306203777 70130 0.326 0.614 1.0 20.232959747314453 20.889236450195312 0.0024085587356239557 0.005115198437124491 True True True 0.12457612190254944
186.51695416666664 21.97104444444444 0.43565 0.49 186.51697074518987 21.971044066890478 98702 0.344 0.636 1.0 20.82984161376953 21.253889083862305 0.003992874175310135 0.007120021618902683 True True True 0.055364799169341804
186.7186583333333 21.94153222222222 0.43826 0.43 186.71868744077133 21.941549728635017 89972 0.29 0.57 1.0 19.63198471069336 20.220596313476562 0.0014256661524996161 0.002504008822143078 True True True 0.11584079592555334
186.523575 21.980600277777775 0.43109 0.46 186.5235946412992 21.980592393906317 100103 0.317 0.603 1.0 19.873184204101562 20.491750717163086 0.0021753767505288124 0.004170299973338842 True True True 0.0714479980101382
186.70988333333332 21.941520555555556 0.43481 0.43 186.70991945270612 21.941537266469947 90154 0.29 0.57 1.0 20.373218536376953 20.976940155029297 0.0028344152960926294 0.005887786857783794 True True True 0.1347819853940054
186.62213333333332 21.938173333333335 0.42949 0.42 186.62215814033314 21.938190394364085 89134 0.281 0.559 1.0 19.73490333557129 20.33492660522461 0.0015836446546018124 0.0029732792172580957 True True True 0.10312409526382756
186.6782208333333 21.96878611111111 0.57155 0.57 186.6782521480429 21.968792283883054 97352 0.416 0.724 1.0 20.540451049804688 21.308246612548828 0.002903211396187544 0.005965151358395815 True True True 0.1068827670454455
186.71029583333333 21.74501027777778 0.37859 0.4 186.71032467660066 21.745019341697233 33873 0.263 0.537 1.0 20.10962677001953 20.658885955810547 0.0019729428458958864 0.0037878022994846106 True True True 0.10181722363607386
186.73480416666663 21.815027222222223 0.43751 0.45 186.7348338620048 21.81503596350242 54083 0.308 0.592 1.0 20.887853622436523 21.481897354125977 0.004635220859199762 0.00934862531721592 True True True 0.10411714551672019
186.72717083333333 21.740661666666668 0.43877 0.43 186.72721881260298 21.740669562903502 32267 0.29 0.57 1.0 20.30727767944336 20.891931533813477 0.0025366912595927715 0.005537613295018673 True True True 0.16293822202687355
186.722825 21.820495555555556 0.44214 0.47 186.72285196442553 21.82052466592897 55523 0.326 0.614 1.0 20.44825553894043 21.066083908081055 0.0029679075814783573 0.005741358734667301 True True True 0.13821561987816364
186.681625 21.71199611111111 0.34813 0.35 186.68164692566415 21.71201027552998 22913 0.218 0.482 1.0 19.567432403564453 20.11792755126953 0.0020503937266767025 0.002529111225157976 True True True 0.08931873300711222
186.63951249999997 21.779373055555556 0.35459 0.38 186.63952520423234 21.779379915717175 43511 0.245 0.515 1.0 20.59617805480957 21.127613067626953 0.002843152265995741 0.005062321200966835 True True True 0.049129172003064825
186.67332499999998 21.808099722222224 0.43132 0.46 186.67334912903624 21.80810906591451 52213 0.317 0.603 1.0 20.448158264160156 21.05394172668457 0.002628442831337452 0.00748407794162631 True True True 0.08738166132856397
186.70269583333334 21.82990277777778 0.44485 0.45 186.70273243011442 21.829912345240903 59192 0.308 0.592 1.0 20.262435913085938 20.837526321411133 0.002721537370234728 0.00541288685053587 True True True 0.12705841246644634
186.6048583333333 21.79293638888889 0.43117 0.39 186.6048897975104 21.792945840588832 47814 0.254 0.526 1.0 20.620861053466797 21.136882781982422 0.0035258240532130003 0.00709746778011322 True True True 0.11054280592976945
186.51846249999997 21.69029611111111 0.45895 0.5 186.51848459025902 21.690309495609455 17779 0.353 0.647 1.0 19.966032028198242 20.642845153808594 0.002566741080954671 0.0036959429271519184 True True True 0.08821602176080776
186.68086249999996 21.830388888888887 0.45906 0.49 186.68087989408514 21.830402806417254 58105 0.344 0.636 1.0 20.816499710083008 21.395496368408203 0.00403263745829463 0.008783509954810143 True True True 0.07674120651786856
186.63798333333332 21.848905555555554 0.43686 0.41 186.63800035985437 21.84890726371222 62157 0.272 0.548 1.0 20.557138442993164 21.102428436279297 0.0035551758483052254 0.005525440908968449 True True True 0.05722389894070852
186.4488083333333 21.734470277777778 0.35617 0.36 186.44881732202904 21.734480664967485 30682 0.227 0.493 0.99582 20.224151611328125 20.675491333007812 0.004987777676433325 0.00675334595143795 True True True 0.0479774813309852
186.48576249999996 21.762729722222222 0.33632 0.37 186.48578164700146 21.76272861822501 38781 0.236 0.504 1.0 20.560543060302734 21.04153823852539 0.0033120857551693916 0.007108424324542284 True True True 0.0641396825817532
186.6865083333333 21.853954444444447 0.43943 0.43 186.68653665826707 21.853964331460347 66092 0.29 0.57 1.0 20.513511657714844 21.089981079101562 0.0027557113207876682 0.005164365284144878 True True True 0.10111352629568807
186.59089583333332 21.81704722222222 0.34793 0.36 186.5909104962324 21.81705102525517 54484 0.227 0.493 1.0 19.071582794189453 19.610244750976562 0.0018139586318284273 0.0025953466538339853 True True True 0.05088214174379659
186.536025 21.793043055555557 0.43462 0.5 186.53604892478208 21.793055588072175 47946 0.353 0.647 1.0 19.357263565063477 19.893020629882812 0.0010792439570650458 0.0017625822219997644 True True True 0.09182228184038668
186.70577916666664 21.873065833333335 0.43515 0.46 186.70581365011077 21.873083554842 71539 0.317 0.603 1.0 20.323524475097656 20.933683395385742 0.0029690575320273638 0.004856148734688759 True True True 0.13168905369137635
186.4611833333333 21.819801388888887 0.54931 0.51 186.46118403547288 21.819820874805682 55374 0.362 0.658 1.0 21.19514274597168 21.842830657958984 0.010636091232299805 0.01958983950316906 True True True 0.07018853849320042
186.48484999999997 21.854759166666668 0.43741 0.45 186.48487554290244 21.85476642410273 66358 0.308 0.592 1.0 19.8203182220459 20.439807891845703 0.0015581338666379452 0.0031403526663780212 True True True 0.08925525615979098
186.49421666666663 21.848117777777777 0.434 0.45 186.49424662394162 21.848136301022297 64567 0.308 0.592 1.0 19.953020095825195 20.56976318359375 0.0020714043639600277 0.004011692013591528 True True True 0.12027767724416029
186.59100416666666 21.851402222222223 0.40282 0.4 186.59103550561525 21.851410522735097 65126 0.263 0.537 1.0 20.038816452026367 20.572162628173828 0.001893928973004222 0.0036766761913895607 True True True 0.10889452332790235
186.56855833333333 21.854749722222223 0.54353 0.56 186.5685949061648 21.854749505742223 66554 0.407 0.713 1.0 20.956130981445312 21.762802124023438 0.004883123096078634 0.012547649443149567 True True True 0.12220218741977773
186.68861249999998 21.893104444444443 0.44017 0.55 186.6886440288077 21.893116174440657 76465 0.398 0.702 1.0 19.812108993530273 20.47863006591797 0.0017251133685931563 0.0033640307374298573 True True True 0.11346837618533516
186.69473333333332 21.879520555555555 0.4386 0.45 186.69476024616378 21.87953517613497 73593 0.308 0.592 1.0 20.16271209716797 20.76106834411621 0.002308317692950368 0.004335997626185417 True True True 0.10418105481652438
186.60755833333332 21.924224722222224 0.43342 0.43 186.6075856549824 21.924232118159807 82517 0.29 0.57 1.0 19.508859634399414 20.12564468383789 0.0014257208677008748 0.0045838006772100925 True True True 0.09504986224886168
186.69473333333332 21.898717777777776 0.43779 0.46 186.69476446066992 21.898733034124387 78346 0.317 0.603 1.0 20.384273529052734 20.991436004638672 0.002639404032379389 0.005339197814464569 True True True 0.11758766765076747
186.48664999999997 21.96419138888889 0.43349 0.45 186.48667202061586 21.96419081640315 94516 0.308 0.592 1.0 19.947818756103516 20.561731338500977 0.002246811054646969 0.004222201649099588 True True True 0.07354920075887804
186.71940416666664 21.89157861111111 0.43265 0.43 186.71943707520998 21.89158816451695 76717 0.29 0.57 1.0 20.760635375976562 21.34345054626465 0.0038765547797083855 0.007095375098288059 True True True 0.11518238734702319
186.62744166666664 21.969564444444444 0.48305 0.49 186.62746853291466 21.969565924015964 96131 0.344 0.67 0.92242 19.291189193725586 -99.0 0.0015476355329155922 0.0 True False False 0.08985307227381846
186.59782499999997 21.98189722222222 0.33429 0.39 186.5978475445664 21.981897988525006 101146 0.254 0.526 1.0 19.503395080566406 19.953744888305664 0.001355629414319992 0.00237091863527894 True True True 0.0753107944379511
186.71421666666666 21.906232777777777 0.43477 0.51 186.71423861915136 21.906248937792455 80278 0.362 0.658 1.0 20.24545669555664 20.892108917236328 0.0022935045417398214 0.004089806694537401 True True True 0.0935984656843714
186.7021625 21.927041944444447 0.43724 0.46 186.702191921996 21.927056202932047 85212 0.317 0.603 1.0 20.227869033813477 20.832290649414062 0.0027340457309037447 0.007898887619376183 True True True 0.1108569515977386
186.6613625 21.981063888888887 0.43632 0.45 186.66138582328057 21.981065579718415 101557 0.308 0.592 1.0 20.649749755859375 21.216175079345703 0.003180521773174405 0.005486213602125645 True True True 0.07809785227755733
186.72131249999998 21.97920611111111 0.43418 0.46 186.72135039627344 21.979213489451897 101087 0.317 0.603 1.0 20.35531234741211 20.95222282409668 0.0025174154434353113 0.004938649479299784 True True True 0.12926944798275852
186.72759999999997 21.945173333333333 0.21136 0.4 186.72763213069638 21.945186014552423 91166 0.263 0.537 1.0 21.248628616333008 21.75837516784668 0.006043264176696539 0.012199501506984234 True True True 0.11659811695016463
186.73561249999997 22.08957861111111 0.43265 0.46 186.73563210442572 22.089582717324593 116952 0.317 0.603 1.0 19.659242630004883 20.29662322998047 0.0014436853816732764 0.003561747493222356 True True True 0.0670453823442835
186.73999166666664 22.003353055555557 0.51975 0.52 186.74003851844157 22.003355684029277 110911 0.371 0.669 1.0 20.48053550720215 20.870677947998047 0.0026347776874899864 0.004950550850480795 True True True 0.15666707721168877
186.73452916666665 21.986236666666667 0.43687 0.42 186.73456567432888 21.986243695154755 100900 0.281 0.559 1.0 19.34614372253418 19.963611602783203 0.0012621383648365736 0.0027000976260751486 True True True 0.12446830495275107
186.71290416666665 22.035430833333336 0.5171 0.48 186.71292717045034 22.035434814652046 125884 0.335 0.625 1.0 20.00824737548828 20.53055191040039 0.0020255474373698235 0.003374394727870822 True True True 0.07809083310571031
