#      name         ra(2000.0)  dec(2000.0)   g   gerr   r   rerr   i   ierr    z     zerr
J122709.5+214923 12 27 09.536 +21 49 23.184 23.10 0.03 21.04 0.03 20.77 0.03 0.43991 0.00012
J122712.7+214143 12 27 12.788 +21 41 43.901 22.73 0.03 20.72 0.03 20.43 0.03 0.38771 0.00011
J122705.2+214743 12 27 05.208 +21 47 43.291 22.48 0.03 20.48 0.03 20.17 0.03 0.43848 0.00012
J122714.4+214309 12 27 14.476 +21 43 09.361 23.19 0.03 21.00 0.03 20.58 0.03 0.53538 0.00015
J122713.9+214431 12 27 13.923 +21 44 31.854 22.58 0.03 20.44 0.03 20.04 0.03 0.46016 0.00009
J122705.3+214220 12 27 05.354 +21 42 20.176 21.22 0.03 19.09 0.03 18.70 0.03 0.43355 0.00011
J122711.6+214058 12 27 11.682 +21 40 58.040 20.88 0.03 18.81 0.03 18.55 0.03 0.37874 0.00009
J122721.3+220224 12 27 21.361 +22 02 24.573 21.85 0.03 19.67 0.03 19.30 0.03 0.45898 0.00013
J122727.7+220538 12 27 27.762 +22 05 38.839 22.70 0.03 21.02 0.03 20.59 0.03 0.57339 0.00014
J122659.7+220233 12 26 59.744 +22 02 33.575 22.53 0.03 20.49 0.03 20.16 0.03 0.51393 0.00012
J122759.2+215232 12 27 59.213 +21 52 32.836 22.72 0.03 20.66 0.03 20.41 0.03 0.45850 0.00012
J122729.5+215649 12 27 29.539 +21 56 49.861 22.32 0.03 20.16 0.03 19.87 0.03 0.46121 0.00009
J122800.0+215256 12 28 00.084 +21 52 56.429 22.77 0.03 20.81 0.03 20.48 0.03 0.45808 0.00020
J122757.9+220005 12 27 57.986 +22 00 05.734 22.78 0.03 20.77 0.03 20.38 0.03 0.43607 0.00017
J122711.9+214647 12 27 11.924 +21 46 47.645 22.85 0.03 20.75 0.03 20.40 0.03 0.43270 0.00014
J122730.7+214734 12 27 30.721 +21 47 34.090 23.01 0.03 21.01 0.03 20.70 0.03 0.43486 0.00018
J122550.8+220327 12 25 50.897 +22 03 27.846 21.91 0.03 21.44 0.03 21.60 0.03 0.00035 0.00050
J122555.5+214557 12 25 55.534 +21 45 57.485 18.17 0.03 17.36 0.03 17.35 0.03 0.06868 0.00050
J122557.5+214831 12 25 57.547 +21 48 31.943 22.35 0.03 20.08 0.03 19.52 0.03 0.56521 0.00050
J122559.8+215503 12 25 59.858 +21 55 03.605 20.57 0.03 18.54 0.03 18.29 0.03 0.34729 0.00050
J122600.8+215102 12 26 00.814 +21 51 02.128 20.79 0.03 18.76 0.03 18.45 0.03 0.43679 0.00050
J122605.2+215821 12 26 05.290 +21 58 21.320 22.53 0.03 20.35 0.03 19.80 0.03 0.54938 0.00050
J122608.2+215144 12 26 08.268 +21 51 44.194 18.20 0.03 17.20 0.03 17.09 0.03 0.18673 0.00050
J122615.9+214255 12 26 15.926 +21 42 55.829 17.00 0.03 15.95 0.03 15.71 0.03 0.07322 0.00050
J122617.8+220408 12 26 17.856 +22 04 08.076 22.14 0.03 19.97 0.03 19.49 0.03 0.53420 0.00050
J122618.6+215717 12 26 18.626 +21 57 17.885 22.05 0.03 19.95 0.03 19.56 0.03 0.47961 0.00050
J122619.8+220543 12 26 19.805 +22 05 43.386 20.86 0.03 20.48 0.03 20.86 0.03 2.53127 0.00050
J122622.9+215401 12 26 22.903 +21 54 01.692 21.00 0.03 18.89 0.03 18.59 0.03 0.43027 0.00050
J122624.3+215632 12 26 24.355 +21 56 32.968 15.99 0.03 16.57 0.03 15.75 0.03 -0.00041 0.00050
J122634.5+214956 12 26 34.565 +21 49 56.896 19.11 0.03 18.53 0.03 18.46 0.03 0.12829 0.00050
J122634.7+215218 12 26 34.786 +21 52 18.746 18.32 0.03 18.22 0.03 17.79 0.03 0.00011 0.00050
J122638.8+215322 12 26 38.806 +21 53 22.704 21.04 0.03 18.84 0.03 18.50 0.03 0.43427 0.00050
J122639.3+215950 12 26 39.391 +21 59 50.687 22.12 0.03 20.12 0.03 19.56 0.03 0.61154 0.00050
J122641.8+215217 12 26 41.849 +21 52 17.512 21.53 0.03 20.09 0.03 19.84 0.03 0.43463 0.00050
J122649.1+215002 12 26 49.178 +21 50 02.436 20.77 0.03 18.56 0.03 18.28 0.03 0.43121 0.00050
J122649.6+214603 12 26 49.694 +21 46 03.803 22.29 0.03 20.10 0.03 19.53 0.03 0.56756 0.00050
J122650.6+220404 12 26 50.676 +22 04 04.649 17.98 0.03 17.17 0.03 17.15 0.03 0.07346 0.00050
J122651.6+215225 12 26 51.684 +21 52 25.446 20.88 0.03 18.73 0.03 18.41 0.03 0.43774 0.00050
J122655.4+214039 12 26 55.428 +21 40 39.565 18.29 0.03 17.09 0.03 16.97 0.03 0.21168 0.00050
J122655.7+214640 12 26 55.730 +21 46 40.436 22.31 0.03 20.11 0.03 19.68 0.03 0.51946 0.00050
J122656.7+220124 12 26 56.794 +22 01 24.737 21.26 0.03 19.47 0.03 19.13 0.03 0.51859 0.00050
J122659.2+214406 12 26 59.251 +21 44 06.223 21.58 0.03 19.65 0.03 19.30 0.03 0.44059 0.00050
J122700.1+215657 12 27 00.113 +21 56 57.325 19.11 0.03 18.96 0.03 18.93 0.03 0.43634 0.00050
J122703.4+215338 12 27 03.475 +21 53 38.962 20.81 0.03 18.60 0.03 18.35 0.03 0.44023 0.00050
J122705.1+214349 12 27 05.153 +21 43 49.296 20.86 0.03 20.48 0.03 20.84 0.03 2.46813 0.00050
J122708.6+215532 12 27 08.626 +21 55 32.974 21.84 0.03 20.09 0.03 19.74 0.03 0.55613 0.00050
J122708.7+215117 12 27 08.717 +21 51 17.474 21.99 0.03 20.24 0.03 19.72 0.03 0.66368 0.00050
J122710.2+220136 12 27 10.224 +22 01 36.552 21.82 0.03 20.14 0.03 19.67 0.03 0.65382 0.00050
