# myra_match mydec_match nedra_match neddec_match ned_z bpz_z bpz_odds d2d_pix d2d_arcsec
186.72217618977643 21.819164992422795 186.72222916666666 21.81922527777778 0.4407 0.43 1.0 1.4004374143613263 0.28008748287226526
186.72081453036333 21.83368568264477 186.72088749999998 21.833780277777777 0.44504 0.47 1.0 2.0942217598707966 0.4188443519741593
186.72674186553087 21.816759806942915 186.72679166666666 21.816821944444445 0.43568 0.46 1.0 1.3941197924212447 0.27882395848424896
186.72909780983133 21.82585093275683 186.7291708333333 21.825929722222224 0.43313 0.42 1.0 1.8708860779879377 0.37417721559758754
186.7326574464412 21.818295908315907 186.73271249999996 21.818344166666666 0.4323 0.45 1.0 1.265272128829777 0.25305442576595544
186.73366376691965 21.826095126583596 186.73373333333333 21.826164166666665 0.43858 0.52 1.0 1.7016487372761484 0.3403297474552297
186.7318130387725 21.839280289633436 186.73187083333332 21.839366944444443 0.43661 0.41 1.0 1.8345014464693203 0.3669002892938641
186.73180473167477 21.851647498474154 186.73187083333332 21.85173027777778 0.43678 0.45 1.0 1.8546565910394455 0.3709313182078891
186.73694257975592 21.826199464898988 186.73701666666665 21.82626722222222 0.43152 0.46 1.0 1.7378344042090983 0.3475668808418197
186.73447360073297 21.8442768229775 186.73454166666664 21.84433361111111 0.43594 0.48 1.0 1.529093263100378 0.3058186526200756
186.7370174675959 21.836292007393794 186.73707499999998 21.8363725 0.43656 0.43 1.0 1.7387567961211636 0.3477513592242327
186.73917448130538 21.82538665063957 186.73924166666666 21.825446944444444 0.43603 0.41 1.0 1.5614735534530633 0.31229471069061265
186.74448130827773 21.83075503086671 186.74455416666663 21.83082 0.44071 0.45 1.0 1.6880957656044309 0.3376191531208862
186.70065165502558 21.88161269554034 186.70063749999997 21.881504166666666 0.4304 0.45 1.0 1.9677755329256241 0.3935551065851248
186.7019000821518 21.88956375283349 186.7018875 21.889475 0.4328 0.44 1.0 1.6113139028048196 0.3222627805609639
186.70552666915646 21.88892871082737 186.70550416666666 21.888845555555555 0.4315 0.45 1.0 1.543260860804704 0.3086521721609408
186.71330052706156 21.853301398976793 186.7132583333333 21.85315527777778 0.433 0.47 1.0 2.7230046329174886 0.5446009265834978
186.71039095532473 21.88178885081107 186.71037499999997 21.881664166666667 0.4407 0.43 1.0 2.260082490739332 0.45201649814786643
186.71247998529725 21.87412998068698 186.7124625 21.874065277777778 0.4321 0.46 1.0 1.2007178979067967 0.24014357958135937
186.71535432256923 21.873724161494575 186.7156208333333 21.87360388888889 0.4375 0.47 0.90129 4.950316389905215 0.990063277981043
186.71799192472508 21.862602709906295 186.7179708333333 21.862465 0.4388 0.46 1.0 2.503694486410329 0.5007388972820659
186.72054082228425 21.875540288324473 186.72050416666664 21.875404444444445 0.4338 0.44 1.0 2.520685561256131 0.5041371122512263
186.72727663230694 21.87672636716142 186.72747916666665 21.876575555555554 0.4384 0.5 1.0 4.337557507379246 0.8675115014758492
186.71217542383528 21.874591572740183 186.71214166666664 21.874462222222224 0.4375 0.48 1.0 2.39561809050926 0.479123618101852
186.71467775813502 21.815444816267963 186.71467499999997 21.81535138888889 0.4399 0.51 1.0 1.6823243257776894 0.3364648651555379
186.71227661278277 21.832136669206697 186.71224999999998 21.83215138888889 0.4385 0.48 1.0 0.5176240404939161 0.10352480809878321
186.715576840789 21.828492988375217 186.71556249999998 21.82849111111111 0.4326 0.44 1.0 0.24199701180179342 0.04839940236035869
186.71782724218698 21.83111777624441 186.71782083333332 21.831111944444444 0.4348 0.44 1.0 0.14995556259205395 0.029991112518410794
186.70027937774523 21.83952557853881 186.70028749999997 21.839534722222222 0.4339 0.44 1.0 0.21331953658369165 0.04266390731673833
186.7045172947938 21.833197440773326 186.70449999999997 21.833202222222223 0.431 0.44 1.0 0.3015207331669693 0.06030414663339387
186.70657602129398 21.83532583168367 186.70639166666663 21.835144166666666 0.4362 0.52 1.0 4.492330864431254 0.8984661728862507
186.7398744689349 21.830475149305595 186.73986666666664 21.83046138888889 0.4336 0.43 1.0 0.27990234357913923 0.055980468715827854
186.6314998346451 21.72533483371563 186.6314833333333 21.725318888888886 0.34716 0.44 1.0 0.3981305856312248 0.07962611712624496
186.76062990916063 21.7537086357074 186.7605916666666 21.75370611111111 0.43767 0.47 1.0 0.6409563185586712 0.12819126371173425
186.71299987952494 21.83118852135814 186.7129833333333 21.831203333333335 0.43764 0.45 0.99645 0.3840841445788271 0.07681682891576543
186.75348715861594 21.755680206545023 186.75346249999996 21.75567638888889 0.4393 0.43 1.0 0.4179287063983462 0.08358574127966924
186.7484421266104 21.713469234167007 186.74842916666663 21.713455277777776 0.43144 0.43 1.0 0.3317823074618018 0.06635646149236037
186.68964361360895 21.78168125323015 186.68962083333332 21.781673333333334 0.45925 0.48 1.0 0.40658126175618897 0.0813162523512378
186.74001112560083 21.76583878453706 186.739975 21.765840555555556 0.34793 0.37 1.0 0.6047426190254553 0.12094852380509107
186.527676381637 21.89240492162136 186.52765 21.892396944444442 0.43243 0.41 1.0 0.46343056365705876 0.09268611273141175
186.6808560723718 21.873539842262588 186.68081666666666 21.873540833333333 0.4377 0.43 1.0 0.658480551749081 0.1316961103498162
186.56174885140703 21.773958554064112 186.5617083333333 21.77394861111111 0.37874 0.37 1.0 0.7005389899687178 0.14010779799374357
186.5158948469263 21.867227306203777 186.5158708333333 21.867200833333335 0.4825 0.47 1.0 0.6228806095127472 0.12457612190254944
186.51697074518987 21.971044066890478 186.51695416666664 21.97104444444444 0.43565 0.49 1.0 0.2768239941482741 0.055364798829654824
186.71868744077133 21.941549728635017 186.7186583333333 21.94153222222222 0.43826 0.43 1.0 0.5792039795654732 0.11584079591309464
186.5235946412992 21.980592393906317 186.523575 21.980600277777775 0.43109 0.47 1.0 0.35723999005069096 0.0714479980101382
186.70991945270612 21.941537266469947 186.70988333333332 21.941520555555556 0.43481 0.43 1.0 0.6739099269700269 0.1347819853940054
186.62215814033314 21.938190394364085 186.62213333333332 21.938173333333335 0.42949 0.42 1.0 0.5156204763191377 0.10312409526382753
186.6782521480429 21.968792283883054 186.6782208333333 21.96878611111111 0.57155 0.57 1.0 0.5344138352272274 0.1068827670454455
186.71032467660066 21.745019341697233 186.71029583333333 21.74501027777778 0.37859 0.4 1.0 0.5090861181803693 0.10181722363607386
186.7348338620048 21.81503596350242 186.73480416666663 21.815027222222223 0.43751 0.45 1.0 0.520585727583601 0.10411714551672022
186.72721881260298 21.740669562903502 186.72717083333333 21.740661666666668 0.43877 0.43 1.0 0.8146911101343677 0.16293822202687355
186.72285196442553 21.82052466592897 186.722825 21.820495555555556 0.44214 0.47 1.0 0.6910780993908181 0.13821561987816364
186.68164692566415 21.71201027552998 186.681625 21.71199611111111 0.34813 0.36 1.0 0.4465936650355611 0.08931873300711222
186.63952520423234 21.779379915717175 186.63951249999997 21.779373055555556 0.35459 0.38 1.0 0.24564586001532407 0.04912917200306482
186.67334912903624 21.80810906591451 186.67332499999998 21.808099722222224 0.43132 0.46 1.0 0.4369083066428198 0.08738166132856397
186.70273243011442 21.829912345240903 186.70269583333334 21.82990277777778 0.44485 0.45 1.0 0.6352920623322317 0.12705841246644634
186.6048897975104 21.792945840588832 186.6048583333333 21.79293638888889 0.43117 0.39 1.0 0.5527140296488472 0.11054280592976945
186.51848459025902 21.690309495609455 186.51846249999997 21.69029611111111 0.45895 0.5 1.0 0.44108010880403875 0.08821602176080776
186.68087989408514 21.830402806417254 186.68086249999996 21.830388888888887 0.45906 0.49 1.0 0.38370603130119124 0.07674120626023825
186.63800035985437 21.84890726371222 186.63798333333332 21.848905555555554 0.43686 0.41 1.0 0.2861194947035426 0.05722389894070852
186.44881732202904 21.734480664967485 186.4488083333333 21.734470277777778 0.35617 0.36 0.99565 0.239887406654926 0.0479774813309852
186.48578164700146 21.76272861822501 186.48576249999996 21.762729722222222 0.33632 0.37 1.0 0.320698412908766 0.0641396825817532
186.68653665826707 21.853964331460347 186.6865083333333 21.853954444444447 0.43943 0.43 1.0 0.5055676314784403 0.10111352629568807
186.5909104962324 21.81705102525517 186.59089583333332 21.81704722222222 0.34793 0.36 1.0 0.25441070871898297 0.05088214174379659
186.53604892478208 21.793055588072175 186.536025 21.793043055555557 0.43462 0.5 1.0 0.4591114092019334 0.09182228184038668
186.70581365011077 21.873083554842 186.70577916666664 21.873065833333335 0.43515 0.46 1.0 0.6584452684568817 0.13168905369137635
186.46118403547288 21.819820874805682 186.4611833333333 21.819801388888887 0.54931 0.51 1.0 0.35094269246600207 0.07018853849320042
186.48487554290244 21.85476642410273 186.48484999999997 21.854759166666668 0.43741 0.45 1.0 0.44627628079895487 0.08925525615979098
186.49424662394162 21.848136301022297 186.49421666666663 21.848117777777777 0.434 0.45 1.0 0.6013883862208014 0.12027767724416029
186.59103550561525 21.851410522735097 186.59100416666666 21.851402222222223 0.40282 0.4 1.0 0.5444726166395117 0.10889452332790235
186.5685949061648 21.854749505742223 186.56855833333333 21.854749722222223 0.54353 0.56 1.0 0.6110109370988887 0.12220218741977773
186.6886440288077 21.893116174440657 186.68861249999998 21.893104444444443 0.44017 0.55 1.0 0.5673418809266758 0.11346837618533516
186.69476024616378 21.87953517613497 186.69473333333332 21.879520555555555 0.4386 0.45 1.0 0.5209052740826219 0.10418105481652438
186.6075856549824 21.924232118159807 186.60755833333332 21.924224722222224 0.43342 0.43 1.0 0.47524931124430847 0.0950498622488617
186.69476446066992 21.898733034124387 186.69473333333332 21.898717777777776 0.43779 0.46 1.0 0.5879383382538373 0.11758766765076747
186.48667202061586 21.96419081640315 186.48664999999997 21.96419138888889 0.43349 0.45 1.0 0.36774600379439015 0.07354920075887804
186.71943707520998 21.89158816451695 186.71940416666664 21.89157861111111 0.43265 0.43 1.0 0.5759119367351159 0.11518238734702319
186.62746853291466 21.969565924015964 186.62744166666664 21.969564444444444 0.48305 0.49 0.91206 0.4492653613690923 0.08985307227381846
186.5978475445664 21.981897988525006 186.59782499999997 21.98189722222222 0.33429 0.39 1.0 0.3765539721897555 0.0753107944379511
186.47766265884945 22.04425980046211 186.4488083333333 22.070484166666667 0.42216 0.39 0.4651 674.1894688439847 134.83789376879696
186.71423861915136 21.906248937792455 186.71421666666666 21.906232777777777 0.43477 0.51 1.0 0.46799232842185695 0.0935984656843714
186.702191921996 21.927056202932047 186.7021625 21.927041944444447 0.43724 0.46 1.0 0.5542847580152017 0.11085695160304035
186.66138582328057 21.981065579718415 186.6613625 21.981063888888887 0.43632 0.45 1.0 0.39048926138778667 0.07809785227755733
186.72135039627344 21.979213489451897 186.72131249999998 21.97920611111111 0.43418 0.46 1.0 0.6463472399137926 0.12926944798275852
186.72763213069638 21.945186014552423 186.72759999999997 21.945173333333333 0.21136 0.41 1.0 0.5829905847508231 0.11659811695016463
186.73563210442572 22.089582717324593 186.73561249999997 22.08957861111111 0.43265 0.46 1.0 0.3352269117214175 0.0670453823442835
186.74003851844157 22.003355684029277 186.73999166666664 22.003353055555557 0.51975 0.53 1.0 0.7833353860584439 0.1566670772116888
186.73456567432888 21.986243695154755 186.73452916666665 21.986236666666667 0.43687 0.42 1.0 0.6223415247637554 0.12446830495275107
186.71292717045034 22.035434814652046 186.71290416666665 22.035430833333336 0.5171 0.48 1.0 0.3904541655285515 0.0780908331057103
186.78528341566317 22.08903279969018 186.78527916666664 22.089025555555555 0.45884 0.51 1.0 0.14840825236977567 0.029681650473955136
186.73085305184412 21.87989479285485 186.73082083333333 21.87987888888889 0.53557 0.52 1.0 0.6095624286888307 0.12191248573776614
186.76522545653646 21.911737002888465 186.7651833333333 21.911718333333333 0.43739 0.54 1.0 0.7795923956461455 0.1559184791292291
186.7691291908893 21.98179040574553 186.76908749999998 21.981779166666666 0.66557 0.68 1.0 0.7246914630638582 0.14493829261277166
186.80570240889352 22.02990575144531 186.8056791666666 22.029899722222222 0.51262 0.48 1.0 0.4027136318961101 0.08054272637922202
186.75338947644133 21.9201721798472 186.75332499999996 21.92016416666667 0.48347 0.5 1.0 1.0862904635746322 0.21725809271492644
186.87671463889657 22.08112114864417 186.87669166666663 22.081111944444444 0.45994 0.51 1.0 0.41745466187759156 0.08349093237551831
186.9135899435104 22.043375997489537 186.9142458333333 22.04405416666667 0.43486 0.39 0.4725 16.39391835701453 3.2787836714029064
186.79010314797307 21.937726422980024 186.79008333333329 21.937709722222223 0.43843 0.49 1.0 0.44701469815884426 0.08940293963176886
186.86213339986878 22.014068729293342 186.8621083333333 22.014060833333332 0.45971 0.52 1.0 0.4417877824882918 0.08835755649765836
186.87229016661584 22.016319992571443 186.87228333333329 22.0163175 0.51711 0.46 1.0 0.12253873804633575 0.02450774760926715
186.76115303912965 21.884852164974784 186.76112499999996 21.884834166666668 0.52057 0.53 1.0 0.5694662789268017 0.11389325578536035
186.76189422539943 21.893069834615073 186.76185416666664 21.893056944444442 0.53412 0.43 1.0 0.7081454977835291 0.14162909955670583
186.92956034448176 22.018168274511698 186.9295208333333 22.018159999999998 0.43671 0.49 1.0 0.6759427433053814 0.1351885486610763
186.93397387484006 22.042741433023856 186.93884166666663 22.045324444444446 0.4601 0.39 0.4651 93.58183855496927 18.716367710993854
186.89100092868173 21.92049133926789 186.89099166666662 21.92047888888889 0.46009 0.46 1.0 0.2722949884342327 0.05445899768684655
186.92381853631107 21.96095793182707 186.9237958333333 21.960945 0.46207 0.5 1.0 0.44477542058100866 0.08895508411620173
186.92757521172584 21.953289814807086 186.92754999999997 21.953287222222222 0.36946 0.37 1.0 0.42348385228950414 0.08469677045790083
186.77442254079466 21.874530511624457 186.77436666666665 21.87450611111111 0.52461 0.53 1.0 1.0315025431048537 0.20630050862097077
186.9823140736392 21.90137831882649 186.9822708333333 21.901407222222222 0.4594 0.46 0.98084 0.8900418644064059 0.17800837288128118
186.9384970168421 21.922790700934005 186.93847499999998 21.922777222222223 0.45833 0.45 1.0 0.44048408115181736 0.08809681623036347
186.98266353313733 21.91052121631944 186.98969999999997 21.911295 0.459 0.39 0.46452 118.32997433831666 23.665994867663333
186.85675031462458 21.887806997208166 186.8567208333333 21.887800277777778 0.46117 0.53 1.0 0.5070474875979873 0.10140949751959748
186.82570501870777 21.871709637841434 186.8256833333333 21.871700277777776 0.48345 0.48 1.0 0.399504728479746 0.0799009456959492
186.9784154197711 21.837977433581404 186.97839166666665 21.837978333333332 0.51052 0.54 1.0 0.39720455657923703 0.0794409113158474
186.7835187675587 21.86753719578874 186.78347916666664 21.867536666666666 0.52303 0.53 1.0 0.6615956718705848 0.13231913437411696
186.98036611622175 21.762455009483137 186.99559166666663 21.754919166666667 0.43667 0.83 0.1961 288.42191299641587 57.68438259928318
186.94987489497973 21.83913588792912 186.9498458333333 21.83913611111111 0.45871 0.54 1.0 0.4855836931984551 0.09711673863969103
186.98237598203875 21.767732457078356 186.99786249999997 21.763073055555555 0.54456 0.71 0.21537 272.1310863648908 54.426217272978164
186.9922702803228 21.81989309734929 187.01287916666664 21.8163375 0.42458 0.64 0.32872 350.2839370451491 70.05678740902982
186.7188586376506 21.86945357715773 186.71882499999998 21.869441944444446 0.4302 0.44 1.0 0.599650206620781 0.11993004132415619
186.84244506400103 21.828982695295874 186.8424208333333 21.828979444444442 0.39547 0.44 1.0 0.4090856125541707 0.08181712251083414
186.86942328764755 21.77332393065365 186.86939999999998 21.77332694444444 0.43216 0.45 1.0 0.39303472539458156 0.07860694507891632
186.77380885815825 21.84337057526245 186.77377499999997 21.843362777777777 0.4334 0.43 1.0 0.5828431081413061 0.11656862162826123
186.95970022088738 21.71618627931394 186.99656666666664 21.69770611111111 0.30266 0.66 0.23064 700.5509465645761 140.11018931291522
186.84697528812984 21.741287372482148 186.84695416666662 21.741279722222224 0.43718 0.48 1.0 0.3790408198909477 0.07580816397818954
186.8351390281362 21.796731466337782 186.83511249999998 21.796726111111113 0.43299 0.43 1.0 0.4537257851876897 0.09074515703753794
186.9249888334914 21.69492494966729 186.9249708333333 21.69491777777778 0.47526 0.47 1.0 0.32756327700036203 0.06551265540007241
186.78976709313773 21.823143670064667 186.7897333333333 21.823106666666668 0.43991 0.42 1.0 0.8728560749152389 0.17457121498304778
186.80329552028084 21.695534340292756 186.8032833333333 21.695528055555556 0.38771 0.4 1.0 0.23311409025334012 0.04662281805066803
186.7717299280667 21.795355607299577 186.77169999999995 21.795358611111112 0.43848 0.47 1.0 0.5031101343579775 0.10062202687159551
186.81034024141726 21.719279377766803 186.81031666666664 21.719266944444442 0.53538 0.55 1.0 0.45331678081405236 0.09066335616281047
186.80804187281967 21.74219516587492 186.80801249999996 21.742181666666667 0.46016 0.55 1.0 0.5479230068087524 0.10958460136175048
186.7723519654803 21.705594767349673 186.77230833333329 21.705604444444443 0.43355 0.44 1.0 0.7501949743117254 0.1500389948623451
186.7987003572391 21.682806356193012 186.79867499999997 21.68278888888889 0.37874 0.37 1.0 0.5279630665068147 0.10559261330136295
186.839021776261 22.04016335793611 186.83900416666663 22.04015916666667 0.45898 0.47 1.0 0.30334000143896406 0.06066800028779281
186.8648273710756 22.0930589117933 186.86567499999998 22.094121944444442 0.57339 0.37 0.46206 23.790477785872685 4.758095557174538
186.74896057454558 22.04266944137389 186.74893333333333 22.042659722222226 0.51393 0.44 1.0 0.48700719996670183 0.09740143999334037
186.9895244334558 21.87493343055911 186.99672083333328 21.875787777777777 0.4585 0.63 0.18038 121.18789731875158 24.23757946375032
186.87311078001872 21.947199041925213 186.87307916666663 21.94718361111111 0.46121 0.44 1.0 0.5964241937889658 0.11928483875779317
186.98877664805352 21.881173113667703 187.00034999999997 21.88234138888889 0.45808 0.99 0.36503 194.45231644379507 38.890463288759015
186.97295129732953 21.99180454583874 186.99160833333332 22.001592777777777 0.43607 0.39 0.4651 357.77082063877094 71.55416412775419
186.79971101029875 21.779909082015102 186.7996833333333 21.779901388888888 0.4327 0.49 1.0 0.4829033493357075 0.0965806698671415
186.87804435437957 21.792779600546403 186.87800416666664 21.79280277777778 0.43486 0.52 1.0 0.7906976118228481 0.15813952236456963
186.47766265884945 22.04425980046211 186.4620708333333 22.057735 0.00035 0.39 0.4651 355.66315755367344 71.1326315107347
186.48142330556172 21.76591125179267 186.48139166666664 21.765968055555554 0.06868 0.07 0.83325 1.1511619332980292 0.23023238665960585
186.48982275415113 21.808850541493896 186.48977916666664 21.808873055555555 0.56521 0.55 1.0 0.833563356179164 0.1667126712358328
186.49940733366222 21.91767521959909 186.49940833333332 21.917668055555556 0.34729 0.39 1.0 0.1300288161139171 0.02600576322278342
186.5033576424992 21.850586121503266 186.50339166666666 21.85059111111111 0.43679 0.44 1.0 0.575487681926439 0.11509753638528779
186.52206439864864 21.97257538684786 186.52204166666664 21.972588888888886 0.54938 0.53 1.0 0.4506134565977941 0.09012269131955883
186.53445378144477 21.86226699828555 186.53444999999996 21.86227611111111 0.18673 0.3 0.86062 0.17577449928305366 0.03515489985661074
186.56645869875962 21.715728072370787 186.5663583333333 21.715508055555556 0.07322 0.39 0.4651 4.301269169722153 0.8602538339444307
186.57441253814383 22.068921836758218 186.5744 22.06891 0.5342 0.51 1.0 0.29856231738058525 0.05971246347611705
186.57764215507038 21.954986487470574 186.5776083333333 21.954968055555554 0.47961 0.47 1.0 0.6548993466050229 0.13097986932100458
186.58256693063078 22.09539123033311 186.58252083333332 22.095385 2.53127 1.89 1.0 0.7769497666602468 0.15538995333204939
186.59544490761206 21.900479328962128 186.59542916666666 21.90047 0.43027 0.42 1.0 0.3119430208569675 0.06238860417139351
186.60149754204969 21.94244948589132 186.60147916666665 21.94249111111111 -0.00041 0.39 0.4651 0.8096330717221485 0.1619266143444297
186.6440268526015 21.8324599191071 186.64402083333331 21.83247111111111 0.12829 0.13 1.0 0.22516664065119585 0.04503332813023917
186.644822831046 21.871860804521145 186.64494166666663 21.87187388888889 0.00011 0.04 0.9642 1.9989941685967045 0.39979883371934094
186.6616797956691 21.889643403250407 186.66169166666666 21.88964 0.43427 0.46 1.0 0.2075201495320799 0.04150402990641598
186.66415526831423 21.99745864116161 186.66412916666667 21.99741305555556 0.61154 0.57 1.0 0.9290089869959518 0.18580179739919037
186.67435883944012 21.87157207055633 186.6743708333333 21.87153111111111 0.43463 0.4 1.0 0.7640074836681167 0.15280149673362334
186.70490723144061 21.833979590042613 186.70490833333332 21.83401 0.43121 0.44 1.0 0.5476887798887402 0.10953775597774805
186.70710530758194 21.76769420382896 186.70705833333332 21.767723055555553 0.56756 0.55 1.0 0.9414431648074911 0.18828863296149823
186.71120713931415 22.06793058924558 186.71114999999998 22.067958055555554 0.07346 0.08 1.0 1.0737483096682592 0.21474966193365183
186.71535432256923 21.873724161494575 186.71534999999997 21.873735 0.43774 0.47 0.90129 0.20802606422570355 0.04160521284514071
186.73093413157866 21.67766842849769 186.73094999999998 21.677656944444447 0.21168 0.28 0.677 0.336427906265143 0.06728558125302861
186.73224076613857 21.777889082891623 186.73220833333332 21.77789888888889 0.51946 0.51 1.0 0.570135389178278 0.1140270778356556
186.73662831348224 22.023514168481334 186.73664166666663 22.023538055555555 0.51859 0.54 1.0 0.48427261473632205 0.09685452294726442
186.74691380116263 21.73501186473118 186.74687916666664 21.735061944444446 0.44059 0.48 1.0 1.0714201528124612 0.21428403056249223
186.7504849123904 21.949256255058323 186.7504708333333 21.949256944444446 0.43634 0.01 1.0 0.23538104457794695 0.04707620891558939
186.76446592530283 21.894139552439356 186.76447916666663 21.894156111111112 0.44023 0.39 1.0 0.37114206588565135 0.07422841317713028
