# Mbpz_ra Mbpz_dec zspec_ra zspec_dec zspec_z Mbpz_z Mbpz_odds d2d_arcsec
186.6314998346451 21.72533483371563 186.6314833333333 21.725318888888886 0.34716 0.43 1.0 0.07962611736214245
186.76062990916063 21.7537086357074 186.7605916666666 21.75370611111111 0.43767 0.46 1.0 0.12819126371092246
186.71299987952494 21.83118852135814 186.7129833333333 21.831203333333335 0.43764 0.45 0.99732 0.07681682891576543
186.75348715861594 21.755680206545023 186.75346249999996 21.75567638888889 0.4393 0.43 1.0 0.08358574127966924
186.7484421266104 21.713469234167007 186.74842916666663 21.713455277777776 0.43144 0.43 1.0 0.06635646171471793
186.68964361360895 21.78168125323015 186.68962083333332 21.781673333333334 0.45925 0.48 1.0 0.0813162523512378
186.74001112560083 21.76583878453706 186.739975 21.765840555555556 0.34793 0.37 1.0 0.12094852380509107
186.527676381637 21.89240492162136 186.52765 21.892396944444442 0.43243 0.41 1.0 0.09268611273141175
186.6808560723718 21.873539842262588 186.68081666666666 21.873540833333333 0.4377 0.42 1.0 0.1316961103498162
186.56174885140703 21.773958554064112 186.5617083333333 21.77394861111111 0.37874 0.37 1.0 0.14010779799374357
186.5158948469263 21.867227306203777 186.5158708333333 21.867200833333335 0.4825 0.47 1.0 0.12457612190254944
186.51697074518987 21.971044066890478 186.51695416666664 21.97104444444444 0.43565 0.49 1.0 0.055364799169341804
186.71868744077133 21.941549728635017 186.7186583333333 21.94153222222222 0.43826 0.43 1.0 0.11584079592555334
186.5235946412992 21.980592393906317 186.523575 21.980600277777775 0.43109 0.46 1.0 0.0714479980101382
186.70991945270612 21.941537266469947 186.70988333333332 21.941520555555556 0.43481 0.43 1.0 0.1347819853940054
186.62215814033314 21.938190394364085 186.62213333333332 21.938173333333335 0.42949 0.42 1.0 0.10312409526382756
186.6782521480429 21.968792283883054 186.6782208333333 21.96878611111111 0.57155 0.57 1.0 0.1068827670454455
186.71032467660066 21.745019341697233 186.71029583333333 21.74501027777778 0.37859 0.4 1.0 0.10181722363607386
186.7348338620048 21.81503596350242 186.73480416666663 21.815027222222223 0.43751 0.45 1.0 0.10411714551672019
186.72721881260298 21.740669562903502 186.72717083333333 21.740661666666668 0.43877 0.43 1.0 0.16293822202687355
186.72285196442553 21.82052466592897 186.722825 21.820495555555556 0.44214 0.47 1.0 0.13821561987816364
186.68164692566415 21.71201027552998 186.681625 21.71199611111111 0.34813 0.35 1.0 0.08931873300711222
186.63952520423234 21.779379915717175 186.63951249999997 21.779373055555556 0.35459 0.38 1.0 0.049129172003064825
186.67334912903624 21.80810906591451 186.67332499999998 21.808099722222224 0.43132 0.46 1.0 0.08738166132856397
186.70273243011442 21.829912345240903 186.70269583333334 21.82990277777778 0.44485 0.45 1.0 0.12705841246644634
186.6048897975104 21.792945840588832 186.6048583333333 21.79293638888889 0.43117 0.39 1.0 0.11054280592976945
186.51848459025902 21.690309495609455 186.51846249999997 21.69029611111111 0.45895 0.5 1.0 0.08821602176080776
186.68087989408514 21.830402806417254 186.68086249999996 21.830388888888887 0.45906 0.49 1.0 0.07674120651786856
186.63800035985437 21.84890726371222 186.63798333333332 21.848905555555554 0.43686 0.41 1.0 0.05722389894070852
186.44881732202904 21.734480664967485 186.4488083333333 21.734470277777778 0.35617 0.36 0.99582 0.0479774813309852
186.48578164700146 21.76272861822501 186.48576249999996 21.762729722222222 0.33632 0.37 1.0 0.0641396825817532
186.68653665826707 21.853964331460347 186.6865083333333 21.853954444444447 0.43943 0.43 1.0 0.10111352629568807
186.5909104962324 21.81705102525517 186.59089583333332 21.81704722222222 0.34793 0.36 1.0 0.05088214174379659
186.53604892478208 21.793055588072175 186.536025 21.793043055555557 0.43462 0.5 1.0 0.09182228184038668
186.70581365011077 21.873083554842 186.70577916666664 21.873065833333335 0.43515 0.46 1.0 0.13168905369137635
186.46118403547288 21.819820874805682 186.4611833333333 21.819801388888887 0.54931 0.51 1.0 0.07018853849320042
186.48487554290244 21.85476642410273 186.48484999999997 21.854759166666668 0.43741 0.45 1.0 0.08925525615979098
186.49424662394162 21.848136301022297 186.49421666666663 21.848117777777777 0.434 0.45 1.0 0.12027767724416029
186.59103550561525 21.851410522735097 186.59100416666666 21.851402222222223 0.40282 0.4 1.0 0.10889452332790235
186.5685949061648 21.854749505742223 186.56855833333333 21.854749722222223 0.54353 0.56 1.0 0.12220218741977773
186.6886440288077 21.893116174440657 186.68861249999998 21.893104444444443 0.44017 0.55 1.0 0.11346837618533516
186.69476024616378 21.87953517613497 186.69473333333332 21.879520555555555 0.4386 0.45 1.0 0.10418105481652438
186.6075856549824 21.924232118159807 186.60755833333332 21.924224722222224 0.43342 0.43 1.0 0.09504986224886168
186.69476446066992 21.898733034124387 186.69473333333332 21.898717777777776 0.43779 0.46 1.0 0.11758766765076747
186.48667202061586 21.96419081640315 186.48664999999997 21.96419138888889 0.43349 0.45 1.0 0.07354920075887804
186.71943707520998 21.89158816451695 186.71940416666664 21.89157861111111 0.43265 0.43 1.0 0.11518238734702319
186.62746853291466 21.969565924015964 186.62744166666664 21.969564444444444 0.48305 0.49 0.92242 0.08985307227381846
186.5978475445664 21.981897988525006 186.59782499999997 21.98189722222222 0.33429 0.39 1.0 0.0753107944379511
186.71423861915136 21.906248937792455 186.71421666666666 21.906232777777777 0.43477 0.51 1.0 0.0935984656843714
186.702191921996 21.927056202932047 186.7021625 21.927041944444447 0.43724 0.46 1.0 0.1108569515977386
186.66138582328057 21.981065579718415 186.6613625 21.981063888888887 0.43632 0.45 1.0 0.07809785227755733
186.72135039627344 21.979213489451897 186.72131249999998 21.97920611111111 0.43418 0.46 1.0 0.12926944798275852
186.72763213069638 21.945186014552423 186.72759999999997 21.945173333333333 0.21136 0.4 1.0 0.11659811695016463
186.73563210442572 22.089582717324593 186.73561249999997 22.08957861111111 0.43265 0.46 1.0 0.0670453823442835
186.74003851844157 22.003355684029277 186.73999166666664 22.003353055555557 0.51975 0.52 1.0 0.15666707721168877
186.73456567432888 21.986243695154755 186.73452916666665 21.986236666666667 0.43687 0.42 1.0 0.12446830495275107
186.71292717045034 22.035434814652046 186.71290416666665 22.035430833333336 0.5171 0.48 1.0 0.07809083310571031
186.78528341566317 22.08903279969018 186.78527916666664 22.089025555555555 0.45884 0.51 1.0 0.029681650473955136
186.73085305184412 21.87989479285485 186.73082083333333 21.87987888888889 0.53557 0.52 1.0 0.12191248573776614
186.76522545653646 21.911737002888465 186.7651833333333 21.911718333333333 0.43739 0.54 1.0 0.1559184791242934
186.7691291908893 21.98179040574553 186.76908749999998 21.981779166666666 0.66557 0.68 1.0 0.14493829261277166
186.80570240889352 22.02990575144531 186.8056791666666 22.029899722222222 0.51262 0.47 1.0 0.080542726379222
186.75338947644133 21.9201721798472 186.75332499999996 21.92016416666667 0.48347 0.5 1.0 0.21725809271492644
186.87671463889657 22.08112114864417 186.87669166666663 22.081111944444444 0.45994 0.51 1.0 0.08349093237551831
186.79010314797307 21.937726422980024 186.79008333333329 21.937709722222223 0.43843 0.49 1.0 0.08940293963176886
186.86213339986878 22.014068729293342 186.8621083333333 22.014060833333332 0.45971 0.51 1.0 0.08835755649397478
186.87229016661584 22.016319992571443 186.87228333333329 22.0163175 0.51711 0.46 1.0 0.02450774760926715
186.76115303912965 21.884852164974784 186.76112499999996 21.884834166666668 0.52057 0.52 1.0 0.11389325578536035
186.76189422539943 21.893069834615073 186.76185416666664 21.893056944444442 0.53412 0.43 1.0 0.14162909955670583
186.92956034448176 22.018168274511698 186.9295208333333 22.018159999999998 0.43671 0.48 1.0 0.1351885486610763
186.89100092868173 21.92049133926789 186.89099166666662 21.92047888888889 0.46009 0.46 1.0 0.05445899768684655
186.92381853631107 21.96095793182707 186.9237958333333 21.960945 0.46207 0.5 1.0 0.08895508411620173
186.92757521172584 21.953289814807086 186.92754999999997 21.953287222222222 0.36946 0.37 1.0 0.08469677045790083
186.77442254079466 21.874530511624457 186.77436666666665 21.87450611111111 0.52461 0.53 1.0 0.20630050862097077
186.9823140736392 21.90137831882649 186.9822708333333 21.901407222222222 0.4594 0.46 0.9822 0.1780083728812812
186.9384970168421 21.922790700934005 186.93847499999998 21.922777222222223 0.45833 0.45 1.0 0.08809681623036347
186.85675031462458 21.887806997208166 186.8567208333333 21.887800277777778 0.46117 0.53 1.0 0.10140949785250261
186.82570501870777 21.871709637841434 186.8256833333333 21.871700277777776 0.48345 0.48 1.0 0.0799009456959492
186.9784154197711 21.837977433581404 186.97839166666665 21.837978333333332 0.51052 0.54 1.0 0.0794409113158474
186.7835187675587 21.86753719578874 186.78347916666664 21.867536666666666 0.52303 0.53 1.0 0.13231913437411696
186.94987489497973 21.83913588792912 186.9498458333333 21.83913611111111 0.45871 0.54 1.0 0.09711673863969103
186.7188586376506 21.86945357715773 186.71882499999998 21.869441944444446 0.4302 0.43 1.0 0.11993004132415619
186.84244506400103 21.828982695295874 186.8424208333333 21.828979444444442 0.39547 0.44 1.0 0.08181712251083414
186.86942328764755 21.77332393065365 186.86939999999998 21.77332694444444 0.43216 0.45 1.0 0.07860694507891632
186.77380885815825 21.84337057526245 186.77377499999997 21.843362777777777 0.4334 0.43 1.0 0.11656862162826123
186.84697528812984 21.741287372482148 186.84695416666662 21.741279722222224 0.43718 0.48 1.0 0.07580816397818954
186.8351390281362 21.796731466337782 186.83511249999998 21.796726111111113 0.43299 0.43 1.0 0.09074515703753794
186.9249888334914 21.69492494966729 186.9249708333333 21.69491777777778 0.47526 0.47 1.0 0.06551265540007241
186.78976709313773 21.823143670064667 186.7897333333333 21.823106666666668 0.43991 0.42 1.0 0.17457121498304778
186.80329552028084 21.695534340292756 186.8032833333333 21.695528055555556 0.38771 0.4 1.0 0.04662281804511159
186.7717299280667 21.795355607299577 186.77169999999995 21.795358611111112 0.43848 0.47 1.0 0.1006220268715955
186.81034024141726 21.719279377766803 186.81031666666664 21.719266944444442 0.53538 0.55 1.0 0.09066335616281047
186.80804187281967 21.74219516587492 186.80801249999996 21.742181666666667 0.46016 0.55 1.0 0.10958460136175048
186.7723519654803 21.705594767349673 186.77230833333329 21.705604444444443 0.43355 0.44 1.0 0.1500389948623451
186.7987003572391 21.682806356193012 186.79867499999997 21.68278888888889 0.37874 0.37 1.0 0.10559261330136295
186.839021776261 22.04016335793611 186.83900416666663 22.04015916666667 0.45898 0.47 1.0 0.06066800028779281
186.74896057454558 22.04266944137389 186.74893333333333 22.042659722222226 0.51393 0.43 1.0 0.09740143999334037
186.87311078001872 21.947199041925213 186.87307916666663 21.94718361111111 0.46121 0.44 1.0 0.11928483905853782
186.79971101029875 21.779909082015102 186.7996833333333 21.779901388888888 0.4327 0.49 1.0 0.0965806698671415
186.87804435437957 21.792779600546403 186.87800416666664 21.79280277777778 0.43486 0.52 1.0 0.15813952265357434
186.48982275415113 21.808850541493896 186.48977916666664 21.808873055555555 0.56521 0.55 1.0 0.16671267150526733
186.49940733366222 21.91767521959909 186.49940833333332 21.917668055555556 0.34729 0.38 1.0 0.02600576322278342
186.5033576424992 21.850586121503266 186.50339166666666 21.85059111111111 0.43679 0.43 1.0 0.11509753638528779
186.52206439864864 21.97257538684786 186.52204166666664 21.972588888888886 0.54938 0.53 1.0 0.09012269162421345
186.57441253814383 22.068921836758218 186.5744 22.06891 0.5342 0.51 1.0 0.05971246347611705
186.57764215507038 21.954986487470574 186.5776083333333 21.954968055555554 0.47961 0.47 1.0 0.13097986932100458
186.58256693063078 22.09539123033311 186.58252083333332 22.095385 2.53127 1.89 1.0 0.15538995333204939
186.59544490761206 21.900479328962128 186.59542916666666 21.90047 0.43027 0.42 1.0 0.062388604177557136
186.6440268526015 21.8324599191071 186.64402083333331 21.83247111111111 0.12829 0.13 1.0 0.04503332813023917
186.644822831046 21.871860804521145 186.64494166666663 21.87187388888889 0.00011 0.04 0.96597 0.39979883371934105
186.6616797956691 21.889643403250407 186.66169166666666 21.88964 0.43427 0.46 1.0 0.04150402990641598
186.66415526831423 21.99745864116161 186.66412916666667 21.99741305555556 0.61154 0.57 1.0 0.18580179739919037
186.67435883944012 21.87157207055633 186.6743708333333 21.87153111111111 0.43463 0.4 1.0 0.15280149673362334
186.70490723144061 21.833979590042613 186.70490833333332 21.83401 0.43121 0.44 1.0 0.10953775595486097
186.70710530758194 21.76769420382896 186.70705833333332 21.767723055555553 0.56756 0.55 1.0 0.18828863296149823
186.71120713931415 22.06793058924558 186.71114999999998 22.067958055555554 0.07346 0.08 1.0 0.21474966193365183
186.71535432256923 21.873724161494575 186.71534999999997 21.873735 0.43774 0.47 0.90276 0.04160521284514071
186.73224076613857 21.777889082891623 186.73220833333332 21.77789888888889 0.51946 0.51 1.0 0.1140270778356556
186.73662831348224 22.023514168481334 186.73664166666663 22.023538055555555 0.51859 0.54 1.0 0.09685452294726442
186.74691380116263 21.73501186473118 186.74687916666664 21.735061944444446 0.44059 0.48 1.0 0.21428403056249223
186.7504849123904 21.949256255058323 186.7504708333333 21.949256944444446 0.43634 0.01 1.0 0.04707620891558939
186.76446592530283 21.894139552439356 186.76447916666663 21.894156111111112 0.44023 0.39 1.0 0.07422841317713028
186.7715174421638 21.730374579286636 186.7714708333333 21.730359999999997 2.46813 1.88 1.0 0.16446740381227073
186.7859619443031 21.925819677647397 186.78594166666662 21.925826111111114 0.55613 0.62 1.0 0.07157031808261903
186.78639032413497 21.85484955938233 186.7863208333333 21.85485388888889 0.66368 0.67 1.0 0.2327099071371702
186.79256163724304 22.026749963543878 186.7926 22.02682 0.65382 0.68 1.0 0.2827731638617055
186.79356829926806 21.690648745917535 186.7935208333333 21.69061611111111 0.76027 1.75 0.99829 0.19751776319006525
186.79779118513468 21.793636832397013 186.79780833333328 21.793658055555557 -0.0002 0.4 1.0 0.095515438903447
186.80097600121547 22.0437154401321 186.80104166666663 22.04375388888889 2e-05 0.01 1.0 0.2591718386996169
186.81756515936894 21.833893789437482 186.81754999999998 21.833873055555554 0.72646 0.8 1.0 0.09020949235782855
186.83156348903935 21.85260587267287 186.83152916666663 21.852563055555557 0.56736 0.57 1.0 0.1921239506583846
186.84876090207553 21.924608160224384 186.84874166666663 21.924605 0.31538 0.33 1.0 0.06523885878973103
186.86705887300366 21.774150907722024 186.86704166666664 21.774116944444444 0.4341 0.45 1.0 0.1351234866977232
186.87704682732453 22.02851116948702 186.87699166666664 22.028516944444444 0.32243 0.49 1.0 0.18525187800425302
186.87875556509923 21.968775573121977 186.87874166666663 21.968768055555554 0.16072 0.3 0.9984 0.05371680905324733
186.90770426478414 21.73801439417889 186.9076583333333 21.737988055555558 0.5856 0.58 1.0 0.18050461440611762
186.91899008473132 21.906788714062728 186.9189916666666 21.906793055555553 0.46118 0.46 1.0 0.016498342221374387
186.92027165481565 21.849776528497657 186.92024166666664 21.84977888888889 0.00032 0.13 1.0 0.10056164428761293
186.92313624142486 21.96152165261068 186.92309166666664 21.96151 0.0 0.49 1.0 0.15462390504501053
186.93185097211398 21.92782226142665 186.93182083333332 21.927826111111113 2.48004 0.08 1.0 0.10159986408072381
186.9560412010021 21.922117419721477 186.9560208333333 21.922118055555558 0.45879 0.47 1.0 0.06806024209451411
186.49823861920135 21.670798944237102 186.49822 21.67079 0.4344 0.43 1.0 0.07012154736278316
