FILE            	FILTER            	DATE-OBS  	EXPTIME	
788576p_30C.fits	r.MP9601          	2005-04-09	600.05 	
788576p_31C.fits	r.MP9601          	2005-04-09	600.05 	
788576p_32C.fits	r.MP9601          	2005-04-09	600.05 	
788576p_33C.fits	r.MP9601          	2005-04-09	600.05 	
788576p_34C.fits	r.MP9601          	2005-04-09	600.05 	
788576p_35C.fits	r.MP9601          	2005-04-09	600.05 	
788576p_36C.fits	r.MP9601          	2005-04-09	600.05 	
788576p_3C.fits 	r.MP9601          	2005-04-09	600.05 	
788576p_4C.fits 	r.MP9601          	2005-04-09	600.05 	
788576p_5C.fits 	r.MP9601          	2005-04-09	600.05 	
788576p_6C.fits 	r.MP9601          	2005-04-09	600.05 	
788576p_7C.fits 	r.MP9601          	2005-04-09	600.05 	
788576p_8C.fits 	r.MP9601          	2005-04-09	600.05 	
788576p_9C.fits 	r.MP9601          	2005-04-09	600.05 	
788577p_10C.fits	r.MP9601          	2005-04-09	600.05 	
788577p_11C.fits	r.MP9601          	2005-04-09	600.05 	
788577p_12C.fits	r.MP9601          	2005-04-09	600.05 	
788577p_13C.fits	r.MP9601          	2005-04-09	600.05 	
788577p_14C.fits	r.MP9601          	2005-04-09	600.05 	
788577p_15C.fits	r.MP9601          	2005-04-09	600.05 	
788577p_16C.fits	r.MP9601          	2005-04-09	600.05 	
788577p_17C.fits	r.MP9601          	2005-04-09	600.05 	
788577p_18C.fits	r.MP9601          	2005-04-09	600.05 	
788577p_19C.fits	r.MP9601          	2005-04-09	600.05 	
788577p_1C.fits 	r.MP9601          	2005-04-09	600.05 	
788577p_20C.fits	r.MP9601          	2005-04-09	600.05 	
788577p_21C.fits	r.MP9601          	2005-04-09	600.05 	
788577p_22C.fits	r.MP9601          	2005-04-09	600.05 	
788577p_23C.fits	r.MP9601          	2005-04-09	600.05 	
788577p_24C.fits	r.MP9601          	2005-04-09	600.05 	
788577p_25C.fits	r.MP9601          	2005-04-09	600.05 	
788577p_26C.fits	r.MP9601          	2005-04-09	600.05 	
788577p_27C.fits	r.MP9601          	2005-04-09	600.05 	
788577p_28C.fits	r.MP9601          	2005-04-09	600.05 	
788577p_29C.fits	r.MP9601          	2005-04-09	600.05 	
788577p_2C.fits 	r.MP9601          	2005-04-09	600.05 	
788577p_30C.fits	r.MP9601          	2005-04-09	600.05 	
788577p_31C.fits	r.MP9601          	2005-04-09	600.05 	
788577p_32C.fits	r.MP9601          	2005-04-09	600.05 	
788577p_33C.fits	r.MP9601          	2005-04-09	600.05 	
788577p_34C.fits	r.MP9601          	2005-04-09	600.05 	
788577p_35C.fits	r.MP9601          	2005-04-09	600.05 	
788577p_36C.fits	r.MP9601          	2005-04-09	600.05 	
788577p_3C.fits 	r.MP9601          	2005-04-09	600.05 	
788577p_4C.fits 	r.MP9601          	2005-04-09	600.05 	
788577p_5C.fits 	r.MP9601          	2005-04-09	600.05 	
788577p_6C.fits 	r.MP9601          	2005-04-09	600.05 	
788577p_7C.fits 	r.MP9601          	2005-04-09	600.05 	
788577p_8C.fits 	r.MP9601          	2005-04-09	600.05 	
788577p_9C.fits 	r.MP9601          	2005-04-09	600.05 	
