FILE            	FILTER            	DATE-OBS  	EXPTIME	
793250p_24C.fits	g.MP9401          	2005-05-11	450.06 	
793250p_25C.fits	g.MP9401          	2005-05-11	450.06 	
793250p_26C.fits	g.MP9401          	2005-05-11	450.06 	
793250p_27C.fits	g.MP9401          	2005-05-11	450.06 	
793250p_28C.fits	g.MP9401          	2005-05-11	450.06 	
793250p_29C.fits	g.MP9401          	2005-05-11	450.06 	
793250p_2C.fits 	g.MP9401          	2005-05-11	450.06 	
793250p_30C.fits	g.MP9401          	2005-05-11	450.06 	
793250p_31C.fits	g.MP9401          	2005-05-11	450.06 	
793250p_32C.fits	g.MP9401          	2005-05-11	450.06 	
793250p_33C.fits	g.MP9401          	2005-05-11	450.06 	
793250p_34C.fits	g.MP9401          	2005-05-11	450.06 	
793250p_35C.fits	g.MP9401          	2005-05-11	450.06 	
793250p_36C.fits	g.MP9401          	2005-05-11	450.06 	
793250p_3C.fits 	g.MP9401          	2005-05-11	450.06 	
793250p_4C.fits 	g.MP9401          	2005-05-11	450.06 	
793250p_5C.fits 	g.MP9401          	2005-05-11	450.06 	
793250p_6C.fits 	g.MP9401          	2005-05-11	450.06 	
793250p_7C.fits 	g.MP9401          	2005-05-11	450.06 	
793250p_8C.fits 	g.MP9401          	2005-05-11	450.06 	
793250p_9C.fits 	g.MP9401          	2005-05-11	450.06 	
795862p_10C.fits	g.MP9401          	2005-05-27	45.08  	
795862p_11C.fits	g.MP9401          	2005-05-27	45.08  	
795862p_12C.fits	g.MP9401          	2005-05-27	45.08  	
795862p_13C.fits	g.MP9401          	2005-05-27	45.08  	
795862p_14C.fits	g.MP9401          	2005-05-27	45.08  	
795862p_15C.fits	g.MP9401          	2005-05-27	45.08  	
795862p_16C.fits	g.MP9401          	2005-05-27	45.08  	
795862p_17C.fits	g.MP9401          	2005-05-27	45.08  	
795862p_18C.fits	g.MP9401          	2005-05-27	45.08  	
795862p_19C.fits	g.MP9401          	2005-05-27	45.08  	
795862p_1C.fits 	g.MP9401          	2005-05-27	45.08  	
795862p_20C.fits	g.MP9401          	2005-05-27	45.08  	
795862p_21C.fits	g.MP9401          	2005-05-27	45.08  	
795862p_22C.fits	g.MP9401          	2005-05-27	45.08  	
795862p_23C.fits	g.MP9401          	2005-05-27	45.08  	
795862p_24C.fits	g.MP9401          	2005-05-27	45.08  	
795862p_25C.fits	g.MP9401          	2005-05-27	45.08  	
795862p_26C.fits	g.MP9401          	2005-05-27	45.08  	
795862p_27C.fits	g.MP9401          	2005-05-27	45.08  	
795862p_28C.fits	g.MP9401          	2005-05-27	45.08  	
795862p_29C.fits	g.MP9401          	2005-05-27	45.08  	
795862p_2C.fits 	g.MP9401          	2005-05-27	45.08  	
795862p_30C.fits	g.MP9401          	2005-05-27	45.08  	
795862p_31C.fits	g.MP9401          	2005-05-27	45.08  	
795862p_32C.fits	g.MP9401          	2005-05-27	45.08  	
795862p_33C.fits	g.MP9401          	2005-05-27	45.08  	
795862p_34C.fits	g.MP9401          	2005-05-27	45.08  	
795862p_35C.fits	g.MP9401          	2005-05-27	45.08  	
795862p_36C.fits	g.MP9401          	2005-05-27	45.08  	
795862p_3C.fits 	g.MP9401          	2005-05-27	45.08  	
795862p_4C.fits 	g.MP9401          	2005-05-27	45.08  	
795862p_5C.fits 	g.MP9401          	2005-05-27	45.08  	
795862p_6C.fits 	g.MP9401          	2005-05-27	45.08  	
795862p_7C.fits 	g.MP9401          	2005-05-27	45.08  	
795862p_8C.fits 	g.MP9401          	2005-05-27	45.08  	
795862p_9C.fits 	g.MP9401          	2005-05-27	45.08  	
793537p_10C.fits	r.MP9601          	2005-05-13	600.04 	
793537p_11C.fits	r.MP9601          	2005-05-13	600.04 	
793537p_12C.fits	r.MP9601          	2005-05-13	600.04 	
793537p_13C.fits	r.MP9601          	2005-05-13	600.04 	
793537p_14C.fits	r.MP9601          	2005-05-13	600.04 	
793537p_15C.fits	r.MP9601          	2005-05-13	600.04 	
793537p_16C.fits	r.MP9601          	2005-05-13	600.04 	
793537p_17C.fits	r.MP9601          	2005-05-13	600.04 	
793537p_18C.fits	r.MP9601          	2005-05-13	600.04 	
793537p_19C.fits	r.MP9601          	2005-05-13	600.04 	
793537p_1C.fits 	r.MP9601          	2005-05-13	600.04 	
793537p_20C.fits	r.MP9601          	2005-05-13	600.04 	
793537p_21C.fits	r.MP9601          	2005-05-13	600.04 	
793537p_22C.fits	r.MP9601          	2005-05-13	600.04 	
793537p_23C.fits	r.MP9601          	2005-05-13	600.04 	
793537p_24C.fits	r.MP9601          	2005-05-13	600.04 	
793537p_25C.fits	r.MP9601          	2005-05-13	600.04 	
793537p_26C.fits	r.MP9601          	2005-05-13	600.04 	
793537p_27C.fits	r.MP9601          	2005-05-13	600.04 	
793537p_28C.fits	r.MP9601          	2005-05-13	600.04 	
793537p_29C.fits	r.MP9601          	2005-05-13	600.04 	
793537p_2C.fits 	r.MP9601          	2005-05-13	600.04 	
793537p_30C.fits	r.MP9601          	2005-05-13	600.04 	
793537p_31C.fits	r.MP9601          	2005-05-13	600.04 	
793537p_32C.fits	r.MP9601          	2005-05-13	600.04 	
793537p_33C.fits	r.MP9601          	2005-05-13	600.04 	
793537p_34C.fits	r.MP9601          	2005-05-13	600.04 	
793537p_35C.fits	r.MP9601          	2005-05-13	600.04 	
793537p_36C.fits	r.MP9601          	2005-05-13	600.04 	
793537p_3C.fits 	r.MP9601          	2005-05-13	600.04 	
793537p_4C.fits 	r.MP9601          	2005-05-13	600.04 	
793537p_5C.fits 	r.MP9601          	2005-05-13	600.04 	
793537p_6C.fits 	r.MP9601          	2005-05-13	600.04 	
793537p_7C.fits 	r.MP9601          	2005-05-13	600.04 	
793537p_8C.fits 	r.MP9601          	2005-05-13	600.04 	
793537p_9C.fits 	r.MP9601          	2005-05-13	600.04 	
793538p_10C.fits	r.MP9601          	2005-05-13	600.04 	
793538p_11C.fits	r.MP9601          	2005-05-13	600.04 	
793538p_12C.fits	r.MP9601          	2005-05-13	600.04 	
793538p_13C.fits	r.MP9601          	2005-05-13	600.04 	
793538p_14C.fits	r.MP9601          	2005-05-13	600.04 	
793538p_15C.fits	r.MP9601          	2005-05-13	600.04 	
793538p_16C.fits	r.MP9601          	2005-05-13	600.04 	
793538p_17C.fits	r.MP9601          	2005-05-13	600.04 	
793538p_18C.fits	r.MP9601          	2005-05-13	600.04 	
793538p_19C.fits	r.MP9601          	2005-05-13	600.04 	
793538p_1C.fits 	r.MP9601          	2005-05-13	600.04 	
793538p_20C.fits	r.MP9601          	2005-05-13	600.04 	
793538p_21C.fits	r.MP9601          	2005-05-13	600.04 	
793538p_22C.fits	r.MP9601          	2005-05-13	600.04 	
793538p_23C.fits	r.MP9601          	2005-05-13	600.04 	
793538p_24C.fits	r.MP9601          	2005-05-13	600.04 	
793538p_25C.fits	r.MP9601          	2005-05-13	600.04 	
793538p_26C.fits	r.MP9601          	2005-05-13	600.04 	
793538p_27C.fits	r.MP9601          	2005-05-13	600.04 	
793538p_28C.fits	r.MP9601          	2005-05-13	600.04 	
793538p_29C.fits	r.MP9601          	2005-05-13	600.04 	
793538p_2C.fits 	r.MP9601          	2005-05-13	600.04 	
793538p_30C.fits	r.MP9601          	2005-05-13	600.04 	
793538p_31C.fits	r.MP9601          	2005-05-13	600.04 	
793538p_32C.fits	r.MP9601          	2005-05-13	600.04 	
793538p_33C.fits	r.MP9601          	2005-05-13	600.04 	
793538p_34C.fits	r.MP9601          	2005-05-13	600.04 	
793538p_35C.fits	r.MP9601          	2005-05-13	600.04 	
793538p_36C.fits	r.MP9601          	2005-05-13	600.04 	
793538p_3C.fits 	r.MP9601          	2005-05-13	600.04 	
793538p_4C.fits 	r.MP9601          	2005-05-13	600.04 	
793538p_5C.fits 	r.MP9601          	2005-05-13	600.04 	
793538p_6C.fits 	r.MP9601          	2005-05-13	600.04 	
793538p_7C.fits 	r.MP9601          	2005-05-13	600.04 	
793538p_8C.fits 	r.MP9601          	2005-05-13	600.04 	
793538p_9C.fits 	r.MP9601          	2005-05-13	600.04 	
793539p_10C.fits	r.MP9601          	2005-05-13	600.05 	
793539p_11C.fits	r.MP9601          	2005-05-13	600.05 	
793539p_12C.fits	r.MP9601          	2005-05-13	600.05 	
793539p_13C.fits	r.MP9601          	2005-05-13	600.05 	
793539p_14C.fits	r.MP9601          	2005-05-13	600.05 	
793539p_15C.fits	r.MP9601          	2005-05-13	600.05 	
793539p_16C.fits	r.MP9601          	2005-05-13	600.05 	
793539p_17C.fits	r.MP9601          	2005-05-13	600.05 	
793539p_18C.fits	r.MP9601          	2005-05-13	600.05 	
793539p_19C.fits	r.MP9601          	2005-05-13	600.05 	
793539p_1C.fits 	r.MP9601          	2005-05-13	600.05 	
793539p_20C.fits	r.MP9601          	2005-05-13	600.05 	
793539p_21C.fits	r.MP9601          	2005-05-13	600.05 	
793539p_22C.fits	r.MP9601          	2005-05-13	600.05 	
793539p_23C.fits	r.MP9601          	2005-05-13	600.05 	
793539p_24C.fits	r.MP9601          	2005-05-13	600.05 	
793539p_25C.fits	r.MP9601          	2005-05-13	600.05 	
793539p_26C.fits	r.MP9601          	2005-05-13	600.05 	
793539p_27C.fits	r.MP9601          	2005-05-13	600.05 	
793539p_28C.fits	r.MP9601          	2005-05-13	600.05 	
793539p_29C.fits	r.MP9601          	2005-05-13	600.05 	
793539p_2C.fits 	r.MP9601          	2005-05-13	600.05 	
793539p_30C.fits	r.MP9601          	2005-05-13	600.05 	
793539p_31C.fits	r.MP9601          	2005-05-13	600.05 	
793539p_32C.fits	r.MP9601          	2005-05-13	600.05 	
793539p_33C.fits	r.MP9601          	2005-05-13	600.05 	
793539p_34C.fits	r.MP9601          	2005-05-13	600.05 	
793539p_35C.fits	r.MP9601          	2005-05-13	600.05 	
793539p_36C.fits	r.MP9601          	2005-05-13	600.05 	
793539p_3C.fits 	r.MP9601          	2005-05-13	600.05 	
793539p_4C.fits 	r.MP9601          	2005-05-13	600.05 	
793539p_5C.fits 	r.MP9601          	2005-05-13	600.05 	
793539p_6C.fits 	r.MP9601          	2005-05-13	600.05 	
793539p_7C.fits 	r.MP9601          	2005-05-13	600.05 	
793539p_8C.fits 	r.MP9601          	2005-05-13	600.05 	
793539p_9C.fits 	r.MP9601          	2005-05-13	600.05 	
793540p_10C.fits	r.MP9601          	2005-05-13	600.05 	
793540p_11C.fits	r.MP9601          	2005-05-13	600.05 	
793540p_12C.fits	r.MP9601          	2005-05-13	600.05 	
793540p_13C.fits	r.MP9601          	2005-05-13	600.05 	
793540p_14C.fits	r.MP9601          	2005-05-13	600.05 	
793540p_15C.fits	r.MP9601          	2005-05-13	600.05 	
793540p_16C.fits	r.MP9601          	2005-05-13	600.05 	
793540p_17C.fits	r.MP9601          	2005-05-13	600.05 	
793540p_18C.fits	r.MP9601          	2005-05-13	600.05 	
793540p_19C.fits	r.MP9601          	2005-05-13	600.05 	
793540p_1C.fits 	r.MP9601          	2005-05-13	600.05 	
793540p_20C.fits	r.MP9601          	2005-05-13	600.05 	
793540p_21C.fits	r.MP9601          	2005-05-13	600.05 	
793540p_22C.fits	r.MP9601          	2005-05-13	600.05 	
793540p_23C.fits	r.MP9601          	2005-05-13	600.05 	
793540p_24C.fits	r.MP9601          	2005-05-13	600.05 	
793540p_25C.fits	r.MP9601          	2005-05-13	600.05 	
793540p_26C.fits	r.MP9601          	2005-05-13	600.05 	
793540p_27C.fits	r.MP9601          	2005-05-13	600.05 	
793540p_28C.fits	r.MP9601          	2005-05-13	600.05 	
793540p_29C.fits	r.MP9601          	2005-05-13	600.05 	
793540p_2C.fits 	r.MP9601          	2005-05-13	600.05 	
793540p_30C.fits	r.MP9601          	2005-05-13	600.05 	
793540p_31C.fits	r.MP9601          	2005-05-13	600.05 	
793540p_32C.fits	r.MP9601          	2005-05-13	600.05 	
793540p_33C.fits	r.MP9601          	2005-05-13	600.05 	
793540p_34C.fits	r.MP9601          	2005-05-13	600.05 	
793540p_35C.fits	r.MP9601          	2005-05-13	600.05 	
793540p_36C.fits	r.MP9601          	2005-05-13	600.05 	
793540p_3C.fits 	r.MP9601          	2005-05-13	600.05 	
793540p_4C.fits 	r.MP9601          	2005-05-13	600.05 	
793540p_5C.fits 	r.MP9601          	2005-05-13	600.05 	
793540p_6C.fits 	r.MP9601          	2005-05-13	600.05 	
793540p_7C.fits 	r.MP9601          	2005-05-13	600.05 	
793540p_8C.fits 	r.MP9601          	2005-05-13	600.05 	
793540p_9C.fits 	r.MP9601          	2005-05-13	600.05 	
793595p_10C.fits	r.MP9601          	2005-05-14	600.06 	
793595p_11C.fits	r.MP9601          	2005-05-14	600.06 	
793595p_12C.fits	r.MP9601          	2005-05-14	600.06 	
793595p_13C.fits	r.MP9601          	2005-05-14	600.06 	
793595p_14C.fits	r.MP9601          	2005-05-14	600.06 	
793595p_15C.fits	r.MP9601          	2005-05-14	600.06 	
793595p_16C.fits	r.MP9601          	2005-05-14	600.06 	
793595p_17C.fits	r.MP9601          	2005-05-14	600.06 	
793595p_18C.fits	r.MP9601          	2005-05-14	600.06 	
793595p_19C.fits	r.MP9601          	2005-05-14	600.06 	
793595p_1C.fits 	r.MP9601          	2005-05-14	600.06 	
793595p_20C.fits	r.MP9601          	2005-05-14	600.06 	
793595p_21C.fits	r.MP9601          	2005-05-14	600.06 	
793595p_22C.fits	r.MP9601          	2005-05-14	600.06 	
793595p_23C.fits	r.MP9601          	2005-05-14	600.06 	
793595p_24C.fits	r.MP9601          	2005-05-14	600.06 	
793595p_25C.fits	r.MP9601          	2005-05-14	600.06 	
793595p_26C.fits	r.MP9601          	2005-05-14	600.06 	
793595p_27C.fits	r.MP9601          	2005-05-14	600.06 	
793595p_28C.fits	r.MP9601          	2005-05-14	600.06 	
793595p_29C.fits	r.MP9601          	2005-05-14	600.06 	
793595p_2C.fits 	r.MP9601          	2005-05-14	600.06 	
793595p_30C.fits	r.MP9601          	2005-05-14	600.06 	
793595p_31C.fits	r.MP9601          	2005-05-14	600.06 	
793595p_32C.fits	r.MP9601          	2005-05-14	600.06 	
793595p_33C.fits	r.MP9601          	2005-05-14	600.06 	
793595p_34C.fits	r.MP9601          	2005-05-14	600.06 	
793595p_35C.fits	r.MP9601          	2005-05-14	600.06 	
793595p_36C.fits	r.MP9601          	2005-05-14	600.06 	
793595p_3C.fits 	r.MP9601          	2005-05-14	600.06 	
793595p_4C.fits 	r.MP9601          	2005-05-14	600.06 	
793595p_5C.fits 	r.MP9601          	2005-05-14	600.06 	
793595p_6C.fits 	r.MP9601          	2005-05-14	600.06 	
793595p_7C.fits 	r.MP9601          	2005-05-14	600.06 	
793595p_8C.fits 	r.MP9601          	2005-05-14	600.06 	
793595p_9C.fits 	r.MP9601          	2005-05-14	600.06 	
793596p_10C.fits	r.MP9601          	2005-05-14	600.07 	
793596p_11C.fits	r.MP9601          	2005-05-14	600.07 	
793596p_12C.fits	r.MP9601          	2005-05-14	600.07 	
793596p_13C.fits	r.MP9601          	2005-05-14	600.07 	
793596p_14C.fits	r.MP9601          	2005-05-14	600.07 	
793596p_15C.fits	r.MP9601          	2005-05-14	600.07 	
793596p_16C.fits	r.MP9601          	2005-05-14	600.07 	
793596p_17C.fits	r.MP9601          	2005-05-14	600.07 	
793596p_18C.fits	r.MP9601          	2005-05-14	600.07 	
793596p_19C.fits	r.MP9601          	2005-05-14	600.07 	
793596p_1C.fits 	r.MP9601          	2005-05-14	600.07 	
793596p_20C.fits	r.MP9601          	2005-05-14	600.07 	
793596p_21C.fits	r.MP9601          	2005-05-14	600.07 	
793596p_22C.fits	r.MP9601          	2005-05-14	600.07 	
793596p_23C.fits	r.MP9601          	2005-05-14	600.07 	
793596p_24C.fits	r.MP9601          	2005-05-14	600.07 	
793596p_25C.fits	r.MP9601          	2005-05-14	600.07 	
793596p_26C.fits	r.MP9601          	2005-05-14	600.07 	
793596p_27C.fits	r.MP9601          	2005-05-14	600.07 	
793596p_28C.fits	r.MP9601          	2005-05-14	600.07 	
793596p_29C.fits	r.MP9601          	2005-05-14	600.07 	
793596p_2C.fits 	r.MP9601          	2005-05-14	600.07 	
793596p_30C.fits	r.MP9601          	2005-05-14	600.07 	
793596p_31C.fits	r.MP9601          	2005-05-14	600.07 	
793596p_32C.fits	r.MP9601          	2005-05-14	600.07 	
793596p_33C.fits	r.MP9601          	2005-05-14	600.07 	
793596p_34C.fits	r.MP9601          	2005-05-14	600.07 	
793596p_35C.fits	r.MP9601          	2005-05-14	600.07 	
793596p_36C.fits	r.MP9601          	2005-05-14	600.07 	
793596p_3C.fits 	r.MP9601          	2005-05-14	600.07 	
793596p_4C.fits 	r.MP9601          	2005-05-14	600.07 	
793596p_5C.fits 	r.MP9601          	2005-05-14	600.07 	
793596p_6C.fits 	r.MP9601          	2005-05-14	600.07 	
793596p_7C.fits 	r.MP9601          	2005-05-14	600.07 	
793596p_8C.fits 	r.MP9601          	2005-05-14	600.07 	
793596p_9C.fits 	r.MP9601          	2005-05-14	600.07 	
793597p_10C.fits	r.MP9601          	2005-05-14	600.07 	
793597p_11C.fits	r.MP9601          	2005-05-14	600.07 	
793597p_12C.fits	r.MP9601          	2005-05-14	600.07 	
793597p_13C.fits	r.MP9601          	2005-05-14	600.07 	
793597p_14C.fits	r.MP9601          	2005-05-14	600.07 	
793597p_15C.fits	r.MP9601          	2005-05-14	600.07 	
793597p_16C.fits	r.MP9601          	2005-05-14	600.07 	
793597p_17C.fits	r.MP9601          	2005-05-14	600.07 	
793597p_18C.fits	r.MP9601          	2005-05-14	600.07 	
793597p_19C.fits	r.MP9601          	2005-05-14	600.07 	
793597p_1C.fits 	r.MP9601          	2005-05-14	600.07 	
793597p_20C.fits	r.MP9601          	2005-05-14	600.07 	
793597p_21C.fits	r.MP9601          	2005-05-14	600.07 	
793597p_22C.fits	r.MP9601          	2005-05-14	600.07 	
793597p_23C.fits	r.MP9601          	2005-05-14	600.07 	
793597p_24C.fits	r.MP9601          	2005-05-14	600.07 	
793597p_25C.fits	r.MP9601          	2005-05-14	600.07 	
793597p_26C.fits	r.MP9601          	2005-05-14	600.07 	
793597p_27C.fits	r.MP9601          	2005-05-14	600.07 	
793597p_28C.fits	r.MP9601          	2005-05-14	600.07 	
793597p_29C.fits	r.MP9601          	2005-05-14	600.07 	
793597p_2C.fits 	r.MP9601          	2005-05-14	600.07 	
793597p_30C.fits	r.MP9601          	2005-05-14	600.07 	
793597p_31C.fits	r.MP9601          	2005-05-14	600.07 	
793597p_32C.fits	r.MP9601          	2005-05-14	600.07 	
793597p_33C.fits	r.MP9601          	2005-05-14	600.07 	
793597p_34C.fits	r.MP9601          	2005-05-14	600.07 	
793597p_35C.fits	r.MP9601          	2005-05-14	600.07 	
793597p_36C.fits	r.MP9601          	2005-05-14	600.07 	
793597p_3C.fits 	r.MP9601          	2005-05-14	600.07 	
793597p_4C.fits 	r.MP9601          	2005-05-14	600.07 	
793597p_5C.fits 	r.MP9601          	2005-05-14	600.07 	
793597p_6C.fits 	r.MP9601          	2005-05-14	600.07 	
793597p_7C.fits 	r.MP9601          	2005-05-14	600.07 	
793597p_8C.fits 	r.MP9601          	2005-05-14	600.07 	
793597p_9C.fits 	r.MP9601          	2005-05-14	600.07 	
793598p_10C.fits	r.MP9601          	2005-05-14	600.09 	
793598p_11C.fits	r.MP9601          	2005-05-14	600.09 	
793598p_12C.fits	r.MP9601          	2005-05-14	600.09 	
793598p_13C.fits	r.MP9601          	2005-05-14	600.09 	
793598p_14C.fits	r.MP9601          	2005-05-14	600.09 	
793598p_15C.fits	r.MP9601          	2005-05-14	600.09 	
793598p_16C.fits	r.MP9601          	2005-05-14	600.09 	
793598p_17C.fits	r.MP9601          	2005-05-14	600.09 	
793598p_18C.fits	r.MP9601          	2005-05-14	600.09 	
793598p_19C.fits	r.MP9601          	2005-05-14	600.09 	
793598p_1C.fits 	r.MP9601          	2005-05-14	600.09 	
793598p_20C.fits	r.MP9601          	2005-05-14	600.09 	
793598p_21C.fits	r.MP9601          	2005-05-14	600.09 	
793598p_22C.fits	r.MP9601          	2005-05-14	600.09 	
