FILE            	DOTHIS                                	TOTHIS        	
SUPA0142714.fits	SUPERFLAT_2013-12-01_W-S-Z+           	Abell2744_2013	
SUPA0142715.fits	SUPERFLAT_2013-12-01_W-S-Z+           	Abell2744_2013	
SUPA0142716.fits	SUPERFLAT_2013-12-01_W-S-Z+           	Abell2744_2013	
SUPA0142717.fits	SUPERFLAT_2013-12-01_W-S-Z+           	Abell2744_2013	
SUPA0142718.fits	SUPERFLAT_2013-12-01_W-S-Z+           	Abell2744_2013	
SUPA0142719.fits	SUPERFLAT_2013-12-01_W-S-Z+           	Abell2744_2013	
SUPA0142720.fits	SUPERFLAT_2013-12-01_W-S-Z+           	Abell2744_2013	
SUPA0142721.fits	SUPERFLAT_2013-12-01_W-S-Z+           	Abell2744_2013	
SUPA0142722.fits	SUPERFLAT_2013-12-01_W-S-Z+           	Abell2744_2013	
SUPA0142723.fits	SUPERFLAT_2013-12-01_W-S-Z+           	Abell2744_2013	
SUPA0142724.fits	SUPERFLAT_2013-12-01_W-S-Z+           	Abell2744_2013	
SUPA0142725.fits	SUPERFLAT_2013-12-01_W-S-Z+           	Abell2744_2013	
SUPA0142726.fits	SUPERFLAT_2013-12-01_W-S-Z+           	Abell2744_2013	
SUPA0142727.fits	SUPERFLAT_2013-12-01_W-S-Z+           	Abell2744_2013	
SUPA0142728.fits	SUPERFLAT_2013-12-01_W-S-Z+           	Abell2744_2013	
SUPA0142729.fits	SUPERFLAT_2013-12-01_W-S-Z+           	Abell2744_2013	
SUPA0142730.fits	SUPERFLAT_2013-12-01_W-S-Z+           	Abell2744_2013	
SUPA0142731.fits	SUPERFLAT_2013-12-01_W-S-Z+           	Abell2744_2013	
SUPA0142732.fits	SUPERFLAT_2013-12-01_W-S-Z+           	Abell2744_2013	
SUPA0142733.fits	SUPERFLAT_2013-12-01_W-S-Z+           	Abell2744_2013	
SUPA0142734.fits	SUPERFLAT_2013-12-01_W-S-Z+           	Abell2744_2013	
SUPA0142735.fits	SUPERFLAT_2013-12-01_W-S-Z+           	Abell2744_2013	
SUPA0142736.fits	SUPERFLAT_2013-12-01_W-S-Z+           	Abell2744_2013	
SUPA0142737.fits	SUPERFLAT_2013-12-01_W-S-Z+           	Abell2744_2013	
SUPA0142738.fits	SUPERFLAT_2013-12-01_W-S-Z+           	Abell2744_2013	
SUPA0142740.fits	SUPERFLAT_2013-12-01_W-S-Z+           	Abell2744_2013	
SUPA0142741.fits	SUPERFLAT_2013-12-01_W-S-Z+           	Abell2744_2013	
SUPA0142742.fits	SUPERFLAT_2013-12-01_W-S-Z+           	Abell2744_2013	
SUPA0142743.fits	SUPERFLAT_2013-12-01_W-S-Z+           	Abell2744_2013	
SUPA0142744.fits	SUPERFLAT_2013-12-01_W-S-Z+           	Abell2744_2013	
SUPA0142745.fits	SUPERFLAT_2013-12-01_W-S-Z+           	Abell2744_2013	
SUPA0142746.fits	SUPERFLAT_2013-12-01_W-S-Z+           	Abell2744_2013	
SUPA0142747.fits	SUPERFLAT_2013-12-01_W-S-Z+           	Abell2744_2013	
SUPA0142748.fits	SUPERFLAT_2013-12-01_W-S-Z+           	Abell2744_2013	
SUPA0142749.fits	SUPERFLAT_2013-12-01_W-S-Z+           	Abell2744_2013	
SUPA0142750.fits	SUPERFLAT_2013-12-01_W-S-Z+           	Abell2744_2013	
SUPA0142751.fits	SUPERFLAT_2013-12-01_W-S-Z+           	Abell2744_2013	
SUPA0142752.fits	SUPERFLAT_2013-12-01_W-S-Z+           	Abell2744_2013	
SUPA0142753.fits	SUPERFLAT_2013-12-01_W-S-Z+           	Abell2744_2013	
SUPA0142754.fits	SUPERFLAT_2013-12-01_W-S-Z+           	Abell2744_2013	
SUPA0142755.fits	SUPERFLAT_2013-12-01_W-S-Z+           	Abell2744_2013	
SUPA0142756.fits	SUPERFLAT_2013-12-01_W-S-Z+           	Abell2744_2013	
SUPA0142757.fits	SUPERFLAT_2013-12-01_W-S-Z+           	Abell2744_2013	
SUPA0142758.fits	SUPERFLAT_2013-12-01_W-S-Z+           	Abell2744_2013	
SUPA0142759.fits	SUPERFLAT_2013-12-01_W-S-Z+           	Abell2744_2013	
SUPA0142760.fits	SUPERFLAT_2013-12-01_W-S-Z+           	Abell2744_2013	
SUPA0142761.fits	SUPERFLAT_2013-12-01_W-S-Z+           	Abell2744_2013	
SUPA0142762.fits	SUPERFLAT_2013-12-01_W-S-Z+           	Abell2744_2013	
SUPA0142763.fits	SUPERFLAT_2013-12-01_W-S-Z+           	Abell2744_2013	
SUPA0142764.fits	SUPERFLAT_2013-12-01_W-S-Z+           	Abell2744_2013	
SUPA0142765.fits	SUPERFLAT_2013-12-01_W-S-Z+           	Abell2744_2013	
SUPA0142766.fits	SUPERFLAT_2013-12-01_W-S-Z+           	Abell2744_2013	
SUPA0142767.fits	SUPERFLAT_2013-12-01_W-S-Z+           	Abell2744_2013	
SUPA0142768.fits	SUPERFLAT_2013-12-01_W-S-Z+           	Abell2744_2013	
