FILE            	MYPPRUN          	MYTYPE  	DOTHIS                      	TOTHIS  	
SUPA0119886.fits	2010-03-12_W-S-I+	SCIENCE 	SUPERFLAT2_2010-03-15_W-S-I+	Z2701   	
SUPA0119887.fits	2010-03-12_W-S-I+	SCIENCE 	SUPERFLAT2_2010-03-15_W-S-I+	Z2701   	
SUPA0119888.fits	2010-03-12_W-S-I+	SCIENCE 	SUPERFLAT2_2010-03-15_W-S-I+	Z2701   	
SUPA0119889.fits	2010-03-12_W-S-I+	SCIENCE 	SUPERFLAT2_2010-03-15_W-S-I+	Z2701   	
SUPA0119890.fits	2010-03-12_W-S-I+	SCIENCE 	SUPERFLAT2_2010-03-15_W-S-I+	Z2701   	
SUPA0119891.fits	2010-03-12_W-S-I+	SCIENCE 	SUPERFLAT2_2010-03-15_W-S-I+	Z2701   	
SUPA0119893.fits	2010-03-12_W-S-I+	SCIENCE 	SUPERFLAT2_2010-03-15_W-S-I+	Z2701   	
SUPA0119894.fits	2010-03-12_W-S-I+	SCIENCE 	SUPERFLAT2_2010-03-15_W-S-I+	Z2701   	
SUPA0119895.fits	2010-03-12_W-S-I+	SCIENCE 	SUPERFLAT2_2010-03-15_W-S-I+	Z2701   	
SUPA0119896.fits	2010-03-12_W-S-I+	SCIENCE 	SUPERFLAT2_2010-03-15_W-S-I+	Z2701   	
SUPA0119897.fits	2010-03-12_W-S-I+	SCIENCE 	SUPERFLAT2_2010-03-15_W-S-I+	Z2701   	
SUPA0119898.fits	2010-03-12_W-S-I+	SCIENCE 	SUPERFLAT2_2010-03-15_W-S-I+	Z2701   	
SUPA0119899.fits	2010-03-12_W-S-I+	SCIENCE 	SUPERFLAT2_2010-03-15_W-S-I+	Z2701   	
SUPA0119900.fits	2010-03-12_W-S-I+	SCIENCE 	SUPERFLAT2_2010-03-15_W-S-I+	Z2701   	
SUPA0119901.fits	2010-03-12_W-S-I+	SCIENCE 	SUPERFLAT2_2010-03-15_W-S-I+	Z2701   	
SUPA0119918.fits	2010-03-12_W-S-I+	SCIENCE 	SUPERFLAT2_2010-03-15_W-S-I+	Z2701   	
SUPA0119919.fits	2010-03-12_W-S-I+	SCIENCE 	SUPERFLAT2_2010-03-15_W-S-I+	Z2701   	
SUPA0119920.fits	2010-03-12_W-S-I+	SCIENCE 	SUPERFLAT2_2010-03-15_W-S-I+	Z2701   	
SUPA0119921.fits	2010-03-12_W-S-I+	SCIENCE 	SUPERFLAT2_2010-03-15_W-S-I+	Z2701   	
SUPA0119922.fits	2010-03-12_W-S-I+	SCIENCE 	SUPERFLAT2_2010-03-15_W-S-I+	Z2701   	
SUPA0119923.fits	2010-03-12_W-S-I+	SCIENCE 	SUPERFLAT2_2010-03-15_W-S-I+	Z2701   	
SUPA0119924.fits	2010-03-12_W-S-I+	SCIENCE 	SUPERFLAT2_2010-03-15_W-S-I+	Z2701   	
SUPA0119925.fits	2010-03-12_W-S-I+	SCIENCE 	SUPERFLAT2_2010-03-15_W-S-I+	Z2701   	
SUPA0119926.fits	2010-03-12_W-S-I+	SCIENCE 	SUPERFLAT2_2010-03-15_W-S-I+	Z2701   	
SUPA0119535.fits	2010-03-12_W-S-I+	SKYFLAT 	FLAT                        	Z2701   	
SUPA0119536.fits	2010-03-12_W-S-I+	SKYFLAT 	FLAT                        	Z2701   	
SUPA0119537.fits	2010-03-12_W-S-I+	SKYFLAT 	FLAT                        	Z2701   	
SUPA0119538.fits	2010-03-12_W-S-I+	SKYFLAT 	FLAT                        	Z2701   	
SUPA0119539.fits	2010-03-12_W-S-I+	SKYFLAT 	FLAT                        	Z2701   	
SUPA0119540.fits	2010-03-12_W-S-I+	SKYFLAT 	FLAT                        	Z2701   	
SUPA0119541.fits	2010-03-12_W-S-I+	SKYFLAT 	FLAT                        	Z2701   	
SUPA0119542.fits	2010-03-12_W-S-I+	SKYFLAT 	FLAT                        	Z2701   	
SUPA0119543.fits	2010-03-12_W-S-I+	SKYFLAT 	FLAT                        	Z2701   	
SUPA0126270.fits	2010-11-07_W-J-V	SCIENCE 	SUPERFLAT2_2010-12-05_W-J-V	Z2089   	
SUPA0126271.fits	2010-11-07_W-J-V	SCIENCE 	SUPERFLAT2_2010-12-05_W-J-V	Z2089   	
SUPA0126272.fits	2010-11-07_W-J-V	SCIENCE 	SUPERFLAT2_2010-12-05_W-J-V	Z2089   	
SUPA0126273.fits	2010-11-07_W-J-V	SCIENCE 	SUPERFLAT2_2010-12-05_W-J-V	Z2089   	
SUPA0126274.fits	2010-11-07_W-J-V	SCIENCE 	SUPERFLAT2_2010-12-05_W-J-V	Z2089   	
SUPA0126275.fits	2010-11-07_W-J-V	SCIENCE 	SUPERFLAT2_2010-12-05_W-J-V	Z2089   	
SUPA0126276.fits	2010-11-07_W-J-V	SCIENCE 	SUPERFLAT2_2010-12-05_W-J-V	Z2089   	
SUPA0126277.fits	2010-11-07_W-J-V	SCIENCE 	SUPERFLAT2_2010-12-05_W-J-V	Z2089   	
SUPA0126278.fits	2010-11-07_W-J-V	SCIENCE 	SUPERFLAT2_2010-12-05_W-J-V	Z2089   	
SUPA0126279.fits	2010-11-07_W-J-V	SCIENCE 	SUPERFLAT2_2010-12-05_W-J-V	Z2089   	
SUPA0126280.fits	2010-11-07_W-J-V	SCIENCE 	SUPERFLAT2_2010-12-05_W-J-V	Z2089   	
SUPA0126281.fits	2010-11-07_W-J-V	SCIENCE 	SUPERFLAT2_2010-12-05_W-J-V	Z2089   	
SUPA0126282.fits	2010-11-07_W-J-V	SCIENCE 	SUPERFLAT2_2010-12-05_W-J-V	Z2089   	
SUPA0126283.fits	2010-11-07_W-J-V	SCIENCE 	SUPERFLAT2_2010-12-05_W-J-V	Z2089   	
SUPA0126304.fits	2010-11-07_W-J-V	SCIENCE 	SUPERFLAT2_2010-12-05_W-J-V	Z2089   	
SUPA0126305.fits	2010-11-07_W-J-V	SCIENCE 	SUPERFLAT2_2010-12-05_W-J-V	Z2089   	
SUPA0126306.fits	2010-11-07_W-J-V	SCIENCE 	SUPERFLAT2_2010-12-05_W-J-V	Z2089   	
SUPA0126307.fits	2010-11-07_W-J-V	SCIENCE 	SUPERFLAT2_2010-12-05_W-J-V	Z2089   	
SUPA0126308.fits	2010-11-07_W-J-V	SCIENCE 	SUPERFLAT2_2010-12-05_W-J-V	Z2089   	
SUPA0126309.fits	2010-11-07_W-J-V	SCIENCE 	SUPERFLAT2_2010-12-05_W-J-V	Z2089   	
SUPA0126310.fits	2010-11-07_W-J-V	SCIENCE 	SUPERFLAT2_2010-12-05_W-J-V	Z2089   	
SUPA0126327.fits	2010-11-07_W-J-V	SCIENCE 	SUPERFLAT2_2010-12-05_W-J-V	Z2089   	
SUPA0126328.fits	2010-11-07_W-J-V	SCIENCE 	SUPERFLAT2_2010-12-05_W-J-V	Z2089   	
SUPA0126329.fits	2010-11-07_W-J-V	SCIENCE 	SUPERFLAT2_2010-12-05_W-J-V	Z2089   	
SUPA0126330.fits	2010-11-07_W-J-V	SCIENCE 	SUPERFLAT2_2010-12-05_W-J-V	Z2089   	
SUPA0126331.fits	2010-11-07_W-J-V	SCIENCE 	SUPERFLAT2_2010-12-05_W-J-V	Z2089   	
SUPA0126332.fits	2010-11-07_W-J-V	SCIENCE 	SUPERFLAT2_2010-12-05_W-J-V	Z2089   	
SUPA0126333.fits	2010-11-07_W-J-V	SCIENCE 	SUPERFLAT2_2010-12-05_W-J-V	Z2089   	
SUPA0126372.fits	2010-11-07_W-J-V	SCIENCE 	SUPERFLAT2_2010-12-05_W-J-V	Z2089   	
SUPA0126373.fits	2010-11-07_W-J-V	SCIENCE 	SUPERFLAT2_2010-12-05_W-J-V	Z2089   	
SUPA0126374.fits	2010-11-07_W-J-V	SCIENCE 	SUPERFLAT2_2010-12-05_W-J-V	Z2089   	
SUPA0126375.fits	2010-11-07_W-J-V	SCIENCE 	SUPERFLAT2_2010-12-05_W-J-V	Z2089   	
SUPA0126376.fits	2010-11-07_W-J-V	SCIENCE 	SUPERFLAT2_2010-12-05_W-J-V	Z2089   	
SUPA0126377.fits	2010-11-07_W-J-V	SCIENCE 	SUPERFLAT2_2010-12-05_W-J-V	Z2089   	
SUPA0126378.fits	2010-11-07_W-J-V	SCIENCE 	SUPERFLAT2_2010-12-05_W-J-V	Z2089   	
SUPA0126420.fits	2010-11-07_W-J-V	SCIENCE 	SUPERFLAT2_2010-12-05_W-J-V	Z2089   	
SUPA0126421.fits	2010-11-07_W-J-V	SCIENCE 	SUPERFLAT2_2010-12-05_W-J-V	Z2089   	
SUPA0126422.fits	2010-11-07_W-J-V	SCIENCE 	SUPERFLAT2_2010-12-05_W-J-V	Z2089   	
SUPA0126423.fits	2010-11-07_W-J-V	SCIENCE 	SUPERFLAT2_2010-12-05_W-J-V	Z2089   	
SUPA0126424.fits	2010-11-07_W-J-V	SCIENCE 	SUPERFLAT2_2010-12-05_W-J-V	Z2089   	
SUPA0126425.fits	2010-11-07_W-J-V	SCIENCE 	SUPERFLAT2_2010-12-05_W-J-V	Z2089   	
SUPA0126426.fits	2010-11-07_W-J-V	SCIENCE 	SUPERFLAT2_2010-12-05_W-J-V	Z2089   	
SUPA0126427.fits	2010-11-07_W-J-V	SCIENCE 	SUPERFLAT2_2010-12-05_W-J-V	Z2089   	
SUPA0126428.fits	2010-11-07_W-J-V	SCIENCE 	SUPERFLAT2_2010-12-05_W-J-V	Z2089   	
SUPA0126429.fits	2010-11-07_W-J-V	SCIENCE 	SUPERFLAT2_2010-12-05_W-J-V	Z2089   	
SUPA0126430.fits	2010-11-07_W-J-V	SCIENCE 	SUPERFLAT2_2010-12-05_W-J-V	Z2089   	
SUPA0126431.fits	2010-11-07_W-J-V	SCIENCE 	SUPERFLAT2_2010-12-05_W-J-V	Z2089   	
SUPA0126432.fits	2010-11-07_W-J-V	SCIENCE 	SUPERFLAT2_2010-12-05_W-J-V	Z2089   	
SUPA0126433.fits	2010-11-07_W-J-V	SCIENCE 	SUPERFLAT2_2010-12-05_W-J-V	Z2089   	
SUPA0126434.fits	2010-11-07_W-J-V	SCIENCE 	SUPERFLAT2_2010-12-05_W-J-V	Z2089   	
SUPA0126435.fits	2010-11-07_W-J-V	SCIENCE 	SUPERFLAT2_2010-12-05_W-J-V	Z2089   	
SUPA0126436.fits	2010-11-07_W-J-V	SCIENCE 	SUPERFLAT2_2010-12-05_W-J-V	Z2089   	
SUPA0126437.fits	2010-11-07_W-J-V	SCIENCE 	SUPERFLAT2_2010-12-05_W-J-V	Z2089   	
SUPA0126438.fits	2010-11-07_W-J-V	SCIENCE 	SUPERFLAT2_2010-12-05_W-J-V	Z2089   	
SUPA0126439.fits	2010-11-07_W-J-V	SCIENCE 	SUPERFLAT2_2010-12-05_W-J-V	Z2089   	
SUPA0126440.fits	2010-11-07_W-J-V	SCIENCE 	SUPERFLAT2_2010-12-05_W-J-V	Z2089   	
SUPA0126461.fits	2010-11-07_W-J-V	SCIENCE 	SUPERFLAT2_2010-12-05_W-J-V	Z2089   	
SUPA0126462.fits	2010-11-07_W-J-V	SCIENCE 	SUPERFLAT2_2010-12-05_W-J-V	Z2089   	
SUPA0126463.fits	2010-11-07_W-J-V	SCIENCE 	SUPERFLAT2_2010-12-05_W-J-V	Z2089   	
SUPA0126464.fits	2010-11-07_W-J-V	SCIENCE 	SUPERFLAT2_2010-12-05_W-J-V	Z2089   	
SUPA0126465.fits	2010-11-07_W-J-V	SCIENCE 	SUPERFLAT2_2010-12-05_W-J-V	Z2089   	
SUPA0126466.fits	2010-11-07_W-J-V	SCIENCE 	SUPERFLAT2_2010-12-05_W-J-V	Z2089   	
SUPA0126467.fits	2010-11-07_W-J-V	SCIENCE 	SUPERFLAT2_2010-12-05_W-J-V	Z2089   	
SUPA0126509.fits	2010-11-07_W-J-V	SCIENCE 	SUPERFLAT2_2010-12-05_W-J-V	Z2089   	
SUPA0126510.fits	2010-11-07_W-J-V	SCIENCE 	SUPERFLAT2_2010-12-05_W-J-V	Z2089   	
SUPA0126511.fits	2010-11-07_W-J-V	SCIENCE 	SUPERFLAT2_2010-12-05_W-J-V	Z2089   	
SUPA0126512.fits	2010-11-07_W-J-V	SCIENCE 	SUPERFLAT2_2010-12-05_W-J-V	Z2089   	
SUPA0126513.fits	2010-11-07_W-J-V	SCIENCE 	SUPERFLAT2_2010-12-05_W-J-V	Z2089   	
SUPA0126514.fits	2010-11-07_W-J-V	SCIENCE 	SUPERFLAT2_2010-12-05_W-J-V	Z2089   	
SUPA0126515.fits	2010-11-07_W-J-V	SCIENCE 	SUPERFLAT2_2010-12-05_W-J-V	Z2089   	
SUPA0126536.fits	2010-11-07_W-J-V	SCIENCE 	SUPERFLAT2_2010-12-05_W-J-V	Z2089   	
SUPA0126537.fits	2010-11-07_W-J-V	SCIENCE 	SUPERFLAT2_2010-12-05_W-J-V	Z2089   	
SUPA0126538.fits	2010-11-07_W-J-V	SCIENCE 	SUPERFLAT2_2010-12-05_W-J-V	Z2089   	
SUPA0126539.fits	2010-11-07_W-J-V	SCIENCE 	SUPERFLAT2_2010-12-05_W-J-V	Z2089   	
SUPA0126540.fits	2010-11-07_W-J-V	SCIENCE 	SUPERFLAT2_2010-12-05_W-J-V	Z2089   	
SUPA0126541.fits	2010-11-07_W-J-V	SCIENCE 	SUPERFLAT2_2010-12-05_W-J-V	Z2089   	
SUPA0126542.fits	2010-11-07_W-J-V	SCIENCE 	SUPERFLAT2_2010-12-05_W-J-V	Z2089   	
SUPA0126543.fits	2010-11-07_W-J-V	SCIENCE 	SUPERFLAT2_2010-12-05_W-J-V	Z2089   	
SUPA0126544.fits	2010-11-07_W-J-V	SCIENCE 	SUPERFLAT2_2010-12-05_W-J-V	Z2089   	
SUPA0126545.fits	2010-11-07_W-J-V	SCIENCE 	SUPERFLAT2_2010-12-05_W-J-V	Z2089   	
SUPA0126546.fits	2010-11-07_W-J-V	SCIENCE 	SUPERFLAT2_2010-12-05_W-J-V	Z2089   	
SUPA0126547.fits	2010-11-07_W-J-V	SCIENCE 	SUPERFLAT2_2010-12-05_W-J-V	Z2089   	
SUPA0126548.fits	2010-11-07_W-J-V	SCIENCE 	SUPERFLAT2_2010-12-05_W-J-V	Z2089   	
SUPA0126549.fits	2010-11-07_W-J-V	SCIENCE 	SUPERFLAT2_2010-12-05_W-J-V	Z2089   	
SUPA0126564.fits	2010-12-05_BIAS 	BIAS    	BIAS_2010-12-04-2010-12-06	Z2089   	
SUPA0126565.fits	2010-12-05_BIAS 	BIAS    	BIAS_2010-12-04-2010-12-06	Z2089   	
SUPA0126566.fits	2010-12-05_BIAS 	BIAS    	BIAS_2010-12-04-2010-12-06	Z2089   	
SUPA0126567.fits	2010-12-05_BIAS 	BIAS    	BIAS_2010-12-04-2010-12-06	Z2089   	
SUPA0126568.fits	2010-12-05_BIAS 	BIAS    	BIAS_2010-12-04-2010-12-06	Z2089   	
SUPA0126569.fits	2010-12-05_BIAS 	BIAS    	BIAS_2010-12-04-2010-12-06	Z2089   	
SUPA0126570.fits	2010-12-05_BIAS 	BIAS    	BIAS_2010-12-04-2010-12-06	Z2089   	
SUPA0126571.fits	2010-12-05_BIAS 	BIAS    	BIAS_2010-12-04-2010-12-06	Z2089   	
SUPA0126572.fits	2010-12-05_BIAS 	BIAS    	BIAS_2010-12-04-2010-12-06	Z2089   	
SUPA0126573.fits	2010-12-05_BIAS 	BIAS    	BIAS_2010-12-04-2010-12-06	Z2089   	
SUPA0126584.fits	2010-12-05_BIAS 	BIAS    	BIAS_2010-12-04-2010-12-06	Z2089   	
SUPA0126636.fits	2010-12-05_BIAS 	BIAS    	BIAS_2010-12-04-2010-12-06	Z2089   	
SUPA0126637.fits	2010-12-05_BIAS 	BIAS    	BIAS_2010-12-04-2010-12-06	Z2089   	
SUPA0126793.fits	2010-12-05_BIAS 	BIAS    	BIAS_2010-12-04-2010-12-06	Z2089   	
SUPA0126894.fits	2010-12-05_BIAS 	BIAS    	BIAS_2010-12-04-2010-12-06	Z2089   	
SUPA0126895.fits	2010-12-05_BIAS 	BIAS    	BIAS_2010-12-04-2010-12-06	Z2089   	
SUPA0126897.fits	2010-12-05_BIAS 	BIAS    	BIAS_2010-12-04-2010-12-06	Z2089   	
SUPA0127095.fits	2010-12-05_BIAS 	BIAS    	BIAS_2010-12-04-2010-12-06	Z2089   	
SUPA0127096.fits	2010-12-05_BIAS 	BIAS    	BIAS_2010-12-04-2010-12-06	Z2089   	
SUPA0127097.fits	2010-12-05_BIAS 	BIAS    	BIAS_2010-12-04-2010-12-06	Z2089   	
SUPA0127098.fits	2010-12-05_BIAS 	BIAS    	BIAS_2010-12-04-2010-12-06	Z2089   	
SUPA0127099.fits	2010-12-05_BIAS 	BIAS    	BIAS_2010-12-04-2010-12-06	Z2089   	
SUPA0127100.fits	2010-12-05_BIAS 	BIAS    	BIAS_2010-12-04-2010-12-06	Z2089   	
SUPA0127101.fits	2010-12-05_BIAS 	BIAS    	BIAS_2010-12-04-2010-12-06	Z2089   	
SUPA0127102.fits	2010-12-05_BIAS 	BIAS    	BIAS_2010-12-04-2010-12-06	Z2089   	
SUPA0127103.fits	2010-12-05_BIAS 	BIAS    	BIAS_2010-12-04-2010-12-06	Z2089   	
SUPA0127104.fits	2010-12-05_BIAS 	BIAS    	BIAS_2010-12-04-2010-12-06	Z2089   	
SUPA0127061.fits	2010-12-05_W-J-V	DOMEFLAT	FLAT                      	Z2701   	
SUPA0127062.fits	2010-12-05_W-J-V	DOMEFLAT	FLAT                      	Z2701   	
SUPA0127063.fits	2010-12-05_W-J-V	DOMEFLAT	FLAT                      	Z2701   	
SUPA0127064.fits	2010-12-05_W-J-V	DOMEFLAT	FLAT                      	Z2701   	
SUPA0127065.fits	2010-12-05_W-J-V	DOMEFLAT	FLAT                      	Z2701   	
SUPA0127066.fits	2010-12-05_W-J-V	DOMEFLAT	FLAT                      	Z2701   	
SUPA0127067.fits	2010-12-05_W-J-V	DOMEFLAT	FLAT                      	Z2701   	
SUPA0127068.fits	2010-12-05_W-J-V	DOMEFLAT	FLAT                      	Z2701   	
SUPA0127069.fits	2010-12-05_W-J-V	DOMEFLAT	FLAT                      	Z2701   	
SUPA0127070.fits	2010-12-05_W-J-V	DOMEFLAT	FLAT                      	Z2701   	
SUPA0127071.fits	2010-12-05_W-J-V	DOMEFLAT	FLAT                      	Z2701   	
SUPA0127005.fits	2010-12-05_W-J-V	SCIENCE 	SUPERFLAT_2010-12-05_W-J-V	Z2089   	
SUPA0127006.fits	2010-12-05_W-J-V	SCIENCE 	SUPERFLAT_2010-12-05_W-J-V	Z2089   	
SUPA0127007.fits	2010-12-05_W-J-V	SCIENCE 	SUPERFLAT_2010-12-05_W-J-V	Z2089   	
SUPA0127008.fits	2010-12-05_W-J-V	SCIENCE 	SUPERFLAT_2010-12-05_W-J-V	Z2089   	
SUPA0127009.fits	2010-12-05_W-J-V	SCIENCE 	SUPERFLAT_2010-12-05_W-J-V	Z2089   	
SUPA0127010.fits	2010-12-05_W-J-V	SCIENCE 	SUPERFLAT_2010-12-05_W-J-V	Z2089   	
SUPA0127011.fits	2010-12-05_W-J-V	SCIENCE 	SUPERFLAT_2010-12-05_W-J-V	Z2089   	
SUPA0127013.fits	2010-12-05_W-J-V	SCIENCE 	SUPERFLAT_2010-12-05_W-J-V	Z2089   	
SUPA0127014.fits	2010-12-05_W-J-V	SCIENCE 	SUPERFLAT_2010-12-05_W-J-V	Z2089   	
SUPA0127015.fits	2010-12-05_W-J-V	SCIENCE 	SUPERFLAT_2010-12-05_W-J-V	Z2089   	
SUPA0127016.fits	2010-12-05_W-J-V	SCIENCE 	SUPERFLAT_2010-12-05_W-J-V	Z2089   	
SUPA0127017.fits	2010-12-05_W-J-V	SCIENCE 	SUPERFLAT_2010-12-05_W-J-V	Z2089   	
SUPA0127018.fits	2010-12-05_W-J-V	SCIENCE 	SUPERFLAT_2010-12-05_W-J-V	Z2089   	
SUPA0127019.fits	2010-12-05_W-J-V	SCIENCE 	SUPERFLAT_2010-12-05_W-J-V	Z2089   	
SUPA0127026.fits	2010-12-05_W-J-V	SCIENCE 	SCIENCE                   	Z2089   	
SUPA0127027.fits	2010-12-05_W-J-V	SCIENCE 	SCIENCE                   	Z2089   	
SUPA0127028.fits	2010-12-05_W-J-V	SCIENCE 	SCIENCE                   	Z2089   	
SUPA0127029.fits	2010-12-05_W-J-V	SCIENCE 	SCIENCE                   	Z2089   	
SUPA0127030.fits	2010-12-05_W-J-V	SCIENCE 	SCIENCE                   	Z2089   	
SUPA0127031.fits	2010-12-05_W-J-V	SCIENCE 	SCIENCE                   	Z2089   	
SUPA0127032.fits	2010-12-05_W-J-V	SCIENCE 	SCIENCE                   	Z2089   	
SUPA0127033.fits	2010-12-05_W-J-V	SCIENCE 	SCIENCE                   	Z2701   	
SUPA0127034.fits	2010-12-05_W-J-V	SCIENCE 	SCIENCE                   	Z2701   	
SUPA0127035.fits	2010-12-05_W-J-V	SCIENCE 	SCIENCE                   	Z2701   	
SUPA0127036.fits	2010-12-05_W-J-V	SCIENCE 	SCIENCE                   	Z2701   	
SUPA0127037.fits	2010-12-05_W-J-V	SCIENCE 	SCIENCE                   	Z2701   	
SUPA0127038.fits	2010-12-05_W-J-V	SCIENCE 	SCIENCE                   	Z2701   	
SUPA0127039.fits	2010-12-05_W-J-V	SCIENCE 	SCIENCE                   	Z2701   	
SUPA0127040.fits	2010-12-05_W-J-V	SCIENCE 	SUPERFLAT_2010-12-05_W-J-V	Z2089   	
SUPA0127041.fits	2010-12-05_W-J-V	SCIENCE 	SUPERFLAT_2010-12-05_W-J-V	Z2089   	
SUPA0127042.fits	2010-12-05_W-J-V	SCIENCE 	SUPERFLAT_2010-12-05_W-J-V	Z2089   	
SUPA0127043.fits	2010-12-05_W-J-V	SCIENCE 	SUPERFLAT_2010-12-05_W-J-V	Z2089   	
SUPA0127044.fits	2010-12-05_W-J-V	SCIENCE 	SUPERFLAT_2010-12-05_W-J-V	Z2089   	
SUPA0127045.fits	2010-12-05_W-J-V	SCIENCE 	SUPERFLAT_2010-12-05_W-J-V	Z2089   	
SUPA0127046.fits	2010-12-05_W-J-V	SCIENCE 	SUPERFLAT_2010-12-05_W-J-V	Z2089   	
SUPA0127047.fits	2010-12-05_W-J-V	SCIENCE 	SUPERFLAT_2010-12-05_W-J-V	Z2089   	
SUPA0127048.fits	2010-12-05_W-J-V	SCIENCE 	SUPERFLAT_2010-12-05_W-J-V	Z2089   	
SUPA0127049.fits	2010-12-05_W-J-V	SCIENCE 	SUPERFLAT_2010-12-05_W-J-V	Z2089   	
SUPA0127050.fits	2010-12-05_W-J-V	SCIENCE 	SUPERFLAT_2010-12-05_W-J-V	Z2089   	
SUPA0127051.fits	2010-12-05_W-J-V	SCIENCE 	SUPERFLAT_2010-12-05_W-J-V	Z2089   	
SUPA0127052.fits	2010-12-05_W-J-V	SCIENCE 	SUPERFLAT_2010-12-05_W-J-V	Z2089   	
SUPA0127053.fits	2010-12-05_W-J-V	SCIENCE 	SUPERFLAT_2010-12-05_W-J-V	Z2089   	
SUPA0127054.fits	2010-12-05_W-J-V	SCIENCE 	SUPERFLAT_2010-12-05_W-J-V	Z2089   	
SUPA0127055.fits	2010-12-05_W-J-V	SCIENCE 	SUPERFLAT_2010-12-05_W-J-V	Z2089   	
SUPA0127056.fits	2010-12-05_W-J-V	SCIENCE 	SUPERFLAT_2010-12-05_W-J-V	Z2089   	
SUPA0127057.fits	2010-12-05_W-J-V	SCIENCE 	SUPERFLAT_2010-12-05_W-J-V	Z2089   	
SUPA0127058.fits	2010-12-05_W-J-V	SCIENCE 	SUPERFLAT_2010-12-05_W-J-V	Z2089   	
SUPA0127059.fits	2010-12-05_W-J-V	SCIENCE 	SUPERFLAT_2010-12-05_W-J-V	Z2089   	
SUPA0127060.fits	2010-12-05_W-J-V	SCIENCE 	SUPERFLAT_2010-12-05_W-J-V	Z2089   	
